phase,d,l,b
72,1144.6,224.60000256726553,-9.100006068837253
72,358.3,205.89999505154086,5.699998572022799
72,352.2,201.4000026668862,5.700001644484531
72,333.7,202.70000042807956,5.100002977913994
72,430.2,117.59999894770856,-5.999995106971578
72,377.1,112.30000137947219,1.900001864182537
72,332.3,201.10000099407367,6.000002875412677
72,336.9,204.90000250235357,4.49999451785987
72,332.0,200.00000297144203,7.899999265354187
72,923.5,219.49999924539347,-13.200003632481804
72,1191.6,225.499997916531,-9.40000020613555
72,257.6,112.9000024496056,18.7000016738062
72,1032.1,78.10000065149175,0.8999964712759461
72,396.2,195.20000183677237,8.999996367434171
72,957.7,79.2999994828958,0.1000032217458026
72,300.1,206.40000086807026,-0.300003883023078
72,1023.3,77.50000407976063,-0.29999997815371265
72,744.3,88.99999911104518,-0.19999741738933946
72,452.2,105.89999990992192,3.199999538525557
72,437.8,206.1999987535052,2.8000002062251497
72,179.8,120.5000012400867,35.29999666654661
72,1124.9,224.3999997040002,-10.300001315093995
72,985.1,219.19999761184204,-13.800003759055627
72,995.5,77.00000202748437,-0.9999957318360092
72,337.8,204.80000162130824,13.000000928202638
72,453.5,103.20000137154331,-3.5999977124443947
72,240.8,209.09999641908624,-1.2000002470739388
72,1062.3,72.099999128996,-4.099996173704771
72,419.9,112.90000061782563,-8.399996942746245
72,398.4,115.29999934185358,-8.200004551875047
72,993.1,80.09999940711923,1.5000031502533464
72,979.5,77.40000087641074,-0.29999500868402373
72,957.4,78.49999910922244,0.6999975037611785
72,921.0,216.99999796707036,-13.99999937202102
72,404.4,212.5000044069884,0.6000012416562985
72,619.8,90.49999874705125,-1.8000033205969923
72,374.7,201.50000355647364,5.300003226895829
72,361.2,209.4999990886912,2.7000014822006406
72,306.1,206.7999989050049,4.099996524702319
72,836.2,213.900002817173,-11.300005405978181
72,770.4,87.79999799975285,-0.1000022382878859
72,949.8,77.39999919719355,0.5999967377028598
72,792.4,85.1000018726168,1.1999989326306089
72,733.8,88.9000002001125,-0.500001144490137
72,371.6,111.39999762510875,18.099999080842306
72,387.6,192.600004670295,9.799999655014656
72,376.1,195.19999833204693,4.500003779940991
72,406.7,196.49999694264812,9.6000045505028
72,399.5,196.90000274023902,10.600000092482
72,352.9,203.8999943654574,5.499999189548584
72,392.5,204.50000112637292,4.599997647076757
72,409.0,205.2999990524733,5.799998618378725
72,419.0,213.50000163968107,-1.3000040856435249
72,851.7,214.19999496347967,-11.399999770847431
72,836.2,214.5000037488339,-10.600000134296902
72,838.6,216.4000013477049,-14.499997942103558
72,676.2,219.4000010829341,-12.000000379461078
72,658.1,219.79999541379146,-11.700002947382147
72,1180.8,225.6999961665149,-8.399999182261528
72,1194.2,226.09999970619594,-8.500004789760084
72,478.4,109.3999983809778,-6.000003115662404
72,385.3,206.80000432509976,3.8999982250494774
72,343.0,112.3000023724093,13.500000897690228
72,451.4,97.29999696199971,-8.099999434286016
72,344.3,205.29999655159716,6.099997826974261
72,389.2,205.20000045129157,3.199998557130404
72,369.0,208.2000042941013,2.9999978229883726
72,1024.0,78.29999743152499,0.9000019395899683
72,874.1,83.79999878664266,2.8999962374696477
72,817.1,84.80000410441002,2.7000009771983926
72,623.6,90.5000006655525,-1.6999982870593002
72,561.6,91.7000036841836,-1.7999994798055043
72,748.2,96.19999721205988,4.199998110461711
72,452.5,99.10000321349595,7.700001882551886
72,453.3,105.89999990992192,3.199999538525557
72,393.0,111.29999974460603,6.59999699667024
72,342.1,111.9999981733981,13.299998047023067
72,422.1,116.00000077183415,-7.099995510143687
72,306.4,188.00000120159362,8.099995548876386
72,402.4,203.2999965033323,8.400001454569093
72,370.8,206.79999773870685,5.000005318951116
72,348.4,206.49999838316825,4.000002846254426
72,407.0,212.5000011565087,0.29999979957588424
72,292.8,213.0000039603094,11.499998693494364
72,1021.2,218.19999746942932,-12.600002306283121
72,841.9,218.99999646126713,-6.800003510160272
72,673.9,222.00000078254843,-10.399995254994177
72,982.7,219.20000057596263,-12.900005247874372
72,1175.2,224.6000013948152,-9.29999648732958
