phase,x,y,z
251,-8925.961324451247,-793.4060689321989,246.59588712730007
251,-8442.71702116099,-155.71309674756938,-3.9325545325049305
251,-8448.375796428902,-127.87507104526459,-18.914728944213145
251,-8428.719312067898,-128.25828790102673,-31.05543588320223
251,-8320.524568247214,379.1433676591349,-111.94538370444712
251,-8265.201133953204,348.73183148262217,-58.262989021112396
251,-8430.420489510187,-118.96869821147673,-30.161465045692687
251,-8426.709933837155,-141.39655628660586,-26.81436934011699
251,-8431.158066418051,-112.49257114615308,-22.878971370141485
251,-8815.430148750427,-572.0251938263251,203.90551126331755
251,-8945.286332931404,-838.3231049106308,219.59391453711203
251,-8217.09430139487,224.8291468724289,-37.551198697942944
251,-7909.070865416597,1009.7896644869863,61.704751417385516
251,-8499.543161840618,-102.57528823166402,10.154831827639576
251,-7944.269850595226,941.1024329816281,-26.495678506383463
251,-8390.94336653425,-133.40057165446632,-70.8113331452891
251,-7900.453837088942,999.043705825981,34.52341452885059
251,-8108.846527751348,744.1768582985248,74.11913059418865
251,-8245.695440636018,434.2689171886333,14.023877079515579
251,-8514.31680909116,-193.07343100460255,34.78295388861632
251,-8196.594898094174,126.41109948950569,-41.58678459437397
251,-8912.238901147184,-774.4158792470096,233.9634821490622
251,-8862.9124418816,-604.6665004365741,200.0113536100237
251,-7898.118510073016,969.8904810415099,-4.098759170353624
251,-8420.808845789525,-138.0780646663473,18.691884714992316
251,-8225.435787056776,440.58114783709374,-28.096008271902384
251,-8332.603799012968,-117.06361529390898,-99.19821129754112
251,-7796.365213449594,1008.2783038094324,-2.2267883180078982
251,-8284.012251325956,382.7646719258595,-117.00789385026323
251,-8290.836930822014,356.42072305267595,-129.31117445251397
251,-7951.270866477998,978.0029717279153,25.562762491827918
251,-7908.39890145088,955.8288122931759,-10.524744700208949
251,-7931.196785612681,938.1372625160498,-14.791754774800161
251,-8835.349286696039,-537.8845761716397,186.6634036254704
251,-8463.006086248668,-217.25051694794212,14.61480080659248
251,-8127.201116030331,619.4912393371517,90.30420861659275
251,-8469.181968307865,-136.74019450988803,-7.019880908157724
251,-8436.049717067548,-177.649376484842,-10.594025091777226
251,-8394.614351754919,-137.6363085231354,-43.94549814000539
251,-8802.131490469477,-457.345322706415,195.3399142978323
251,-8092.308944454061,769.8381697361006,55.709232367095346
251,-7914.911782850647,926.7950751232968,-19.531618616656893
251,-8054.241298403364,789.2690090332642,46.90667313478797
251,-8107.745795799428,733.5935133628121,75.93414001064366
251,-8250.770773526207,328.76295109808916,37.7823388055759
251,-8494.76708769142,-83.31730289048011,1.0688520936845407
251,-8483.887409807412,-98.2940686575902,-29.628772047580306
251,-8506.442389360696,-113.88703203328916,24.583398572913225
251,-8497.650785511893,-114.14435628579947,27.929690657836026
251,-8443.198108237137,-142.30749722097394,-13.4380094041475
251,-8477.98691067642,-162.230511201622,9.416796177196893
251,-8489.798633963383,-173.88239138073507,31.68514149437848
251,-8471.336104270913,-231.2260301534697,14.381263927414073
251,-8812.00472849325,-469.25432758771035,200.01870712817947
251,-8798.99750366545,-465.63255277461127,207.79714698505776
251,-8775.143842619847,-481.7996499575194,149.61252242223173
251,-8632.938193915215,-419.897557215331,110.37536605090528
251,-8616.868717244086,-412.5080018117628,104.62022356991287
251,-8937.383602436334,-836.1624123422412,243.64426557642102
251,-8940.300053339988,-850.9395678129491,237.51034797081945
251,-8280.177281400749,448.6501538008901,-60.95482056127697
251,-8465.134863053912,-173.32441134384834,6.910239168243889
251,-8248.607214484948,308.57766163686915,-9.228406344453425
251,-8178.932727550204,443.27588340318573,-47.4387891074469
251,-8431.578501238355,-146.3091478131347,-11.976417985547606
251,-8473.637581752384,-165.4545224429982,-0.02595612299546346
251,-8446.814794869775,-174.1396573808407,-6.724278311733094
251,-7914.244863880922,1002.6619873950992,54.23738012261236
251,-8027.717956902071,867.8461262332933,11.418155053819753
251,-8047.942212677428,812.7382698196822,46.25865452319422
251,-8127.229984001347,623.2437883736516,91.82702459016954
251,-8138.483795291125,561.0611369778676,75.87999910823999
251,-8202.223543146663,741.8242342682485,152.58013712196893
251,-8192.759886205393,442.7553296865832,72.07062130158837
251,-8245.997972788908,435.33797811236235,14.797354397145703
251,-8263.84381152175,363.6344821396267,-16.417604990204843
251,-8246.803121627892,308.77440336635703,-9.187663566273265
251,-8305.89202262853,376.36049114016976,-118.02506437121949
251,-8422.586412872422,-42.21787924989457,-62.55758390961771
251,-8487.480746322446,-157.4293102845752,37.025205161980765
251,-8451.702835648644,-166.5351428682247,3.578992023275063
251,-8433.137723110263,-155.089586954038,-18.620463704686472
251,-8465.273829997794,-218.6940327455229,13.8630306062345
251,-8362.679484759223,-156.269790223985,-6.717396571971648
251,-8904.696753999506,-616.333824503948,216.5314610438611
251,-8770.91624403694,-526.0443704065749,282.8128080216969
251,-8614.218788170348,-443.48714425340563,137.7334740555349
251,-8863.697405132922,-605.3359912935159,214.07875620063666
251,-8947.351241146267,-814.4561174331674,229.5290976280292
