phase,d,l,b
29,1137.7,224.600001063197,-6.600004225663018
29,361.9,205.9000053114239,-9.899998409361336
29,355.5,201.39999756851427,-9.699997935569382
29,338.6,202.70000119486335,-11.000005434352317
29,428.4,117.59999970902012,-2.9999969568373777
29,378.4,112.29999985910328,5.100000906967878
29,335.6,201.10000018408428,-10.100003482497566
29,342.9,204.90000433898896,-11.599998792332393
29,332.2,199.99999922152574,-8.200000433977527
29,926.7,219.5000028239784,-13.999996186882575
29,1183.4,225.50000331238616,-6.700000656702982
29,257.2,112.90000169477067,18.400002642754846
29,1032.6,78.09999909316215,2.0999972387953094
29,392.7,195.19999809049963,-4.900002742506008
29,957.8,79.30000211089649,0.599998562685926
29,314.7,206.40000209839823,-17.500002649723204
29,1023.5,77.4999947711267,0.9000008539506098
29,744.5,89.0000040291132,-1.1999991450694987
29,455.6,105.8999991097857,7.599999742632554
29,444.5,206.20000165624342,-10.300001480401233
29,167.4,120.49999559940788,28.80000269244247
29,1117.7,224.39999632688114,-8.00000227138768
29,984.3,219.20000571476334,-13.599998095807248
29,995.4,76.99999773617051,0.09999825375762973
29,329.8,204.80000175418456,-3.400003777652266
29,452.7,103.20000005493927,1.0999975206816737
29,257.8,209.1000012189724,-21.00000603914605
29,1061.4,72.10000213200597,-3.3999954801474916
29,417.0,112.90000017319818,-4.899997931821356
29,396.0,115.30000129313784,-5.200004951254964
29,993.7,80.09999826049007,2.499999644175282
29,979.5,77.39999919719355,0.5999967377028598
29,957.5,78.49999971436587,1.1999983776427654
29,925.5,216.9999987111121,-14.999995622877005
29,415.8,212.50000104247667,-13.500001606313115
29,619.5,90.50000054605938,0.19999656831340318
29,378.4,201.49999970022415,-9.499995224768455
29,369.9,209.50000197155143,-12.800006470984314
29,313.7,206.79999837667722,-13.19999622083204
29,845.9,213.90000212650452,-14.19999975198386
29,770.7,87.79999497742594,-1.5000000259106356
29,949.9,77.40000270658268,1.1000038592513306
29,792.2,85.09999531202475,-0.599999348328974
29,734.0,88.89999605637925,-1.3999991473302154
29,377.9,111.40000085936128,20.79999935923419
29,382.9,192.59999587768522,-4.200000002681526
29,380.6,195.19999653966858,-9.800002476179404
29,402.1,196.49999827582369,-4.200002498742391
29,393.3,196.89999642584016,-3.400001658986217
29,356.9,203.90000336259328,-10.199999709735708
29,397.1,204.50000066731135,-9.899997407012846
29,411.1,205.29999959439888,-8.200002943790308
29,433.4,213.50000088845553,-14.90000502989904
29,860.5,214.20000300672112,-14.000001243198568
29,845.1,214.49999895160198,-13.400002513082493
29,850.4,216.39999872278952,-17.29999767499221
29,696.3,219.3999993979453,-18.20000065544603
29,678.9,219.80000111132432,-18.29999912758072
29,1173.9,225.70000036736093,-5.599997737589188
29,1186.9,226.1000028939358,-5.700000800305668
29,475.9,109.40000398128367,-1.7999973740425657
29,391.3,206.79999766746823,-10.800001426271521
29,346.7,112.29999732576768,15.799997228407861
29,447.6,97.30000474899495,-3.199998963578554
29,347.5,205.29999751917472,-9.899996612772924
29,396.3,205.20000389255105,-11.30000272882704
29,377.0,208.19999858575997,-12.199995561292816
29,1024.6,78.29999936256581,2.1000031498936877
29,873.2,83.80000305261237,1.4000016505805015
29,816.2,84.79999852103953,0.7999949200189188
29,623.3,90.50000054605938,0.19999656831340318
29,561.6,91.69999924555637,1.6000014864652616
29,748.0,96.2000001303452,4.000002208499347
29,459.1,99.10000488110488,12.400001068502622
29,456.7,105.8999991097857,7.599999742632554
29,396.5,111.29999950249861,10.100000271275855
29,345.9,111.99999729743564,15.699998828408702
29,419.9,115.99999937783925,-3.9999952333887197
29,305.9,187.9999986266916,-7.499997408776798
29,400.1,203.30000379558405,-5.799997538391167
29,375.3,206.79999761569445,-10.199996753958196
29,355.1,206.50000019514732,-11.800005331782131
29,418.9,212.4999995299797,-13.700005304065536
29,289.0,212.99999997127387,-6.999995494420533
29,1018.2,218.20000061966024,-11.899995976064393
29,846.4,219.0000027968682,-9.00000077396014
29,691.4,221.99999822812381,-16.59999991847068
29,981.8,219.19999774480294,-12.699999021431374
29,1167.5,224.600001063197,-6.600004225663018
