phase,d,l,b,x,y,z
68,1144.6,3.9200095447865007,-0.1588250678526758,-793.569080078249,127.10925875980539,-814.9849762304175
68,357.5,3.593632927949263,0.07330382906350105,-155.73727651281487,-11.43663076467448,-321.5919062742773
68,351.4,3.515093021151005,0.07504913403017476,-127.85675639974455,-9.613594744249259,-327.1730255369928
68,333.0,3.53778241362301,0.06283192591636885,-128.2531389444756,-8.069012940453156,-307.20518124057713
68,429.8,2.052507246627253,-0.09773841319229958,379.0724530630589,-37.16836945790653,-199.12465352285128
68,377.3,1.9600047480468732,0.04188796839085411,348.77542215902605,14.618044475333068,-143.1688083121122
68,331.5,3.5098571765964155,0.08028514821001921,-118.95455230156008,-9.570856342626318,-309.2740907279564
68,336.3,3.5761796551657303,0.05410519299273583,-141.38715036672227,-7.657252391070987,-305.03889948168467
68,331.0,3.4906583992227755,0.11344636068486812,-112.48091393262294,-12.815576714433778,-311.03826934054007
68,925.0,3.8309976589567585,-0.23736470374170138,-571.8749578698435,138.35106767948125,-713.7527685643764
68,1191.4,3.935717426883819,-0.1640609532852111,-838.3560262881549,138.78894325255305,-835.0633283872393
68,258.2,1.9704767628952686,0.3316125776242825,224.8916559347864,77.43641210383255,-100.4718128202884
68,1032.1,1.3631021418389118,0.017453305551705166,1009.7653068751932,17.62553215679836,212.8233437558867
68,394.9,3.4068827577659366,0.1361356141211186,-102.58057466390919,-14.05178376377914,-381.08500767503057
68,957.7,1.3840460857994632,0.0034906636633456915,941.0425400831165,3.2848763421216858,177.81292793644965
68,300.3,3.6023595418661807,-0.03316133580313846,-133.45052541142215,4.427020565341138,-268.98224617310603
68,1023.3,1.3526301773375629,-0.0034907163106620794,999.0376189277705,-3.4873710760232015,221.4826499076374
68,744.3,1.5533430000380657,-0.006981331449118644,744.1685036816947,-5.195371384186743,12.989851589904465
68,452.5,1.8483036868179101,0.0645771415812845,434.28084481163455,28.083664692627785,-123.96655035583196
68,437.4,3.5988689866740646,0.026179975087734265,-193.0485113514729,-5.055160191274646,-392.46079755871256
68,179.6,2.103121731717809,0.6143559524780771,126.45202302510181,89.20210025969034,-91.15388736701951
68,1125.0,3.9165188363091046,-0.17976893590813603,-774.4368215460129,140.7390415423914,-803.7817686533069
68,986.3,3.825761780651284,-0.24434609659963666,-604.8537777244314,150.80698526050173,-764.3277116323356
68,995.5,1.3439035781432378,-0.015707894766573995,969.8657479611106,-15.235802210865728,223.93872211573137
68,336.0,3.5744342073372795,0.2007128358563428,-138.1065405637693,-28.098089198411774,-305.01324698594
68,453.3,1.8011797894567891,-0.054105158982400314,440.6775161643267,-23.866220022966697,-103.51145003841314
68,241.1,3.6494834036534853,-0.052359914116214136,-117.09475236317975,6.136680229369544,-210.6664902749559
68,1062.3,1.2583823754860242,-0.07155843255031802,1008.291677003007,-72.27517840994196,326.50495045599973
68,419.4,1.9704766735680752,-0.1378810277898436,382.67854365775077,-53.10104263075907,-163.1985646245371
68,397.9,2.0123646608493875,-0.13439027521244443,356.49079095926555,-48.19941797481779,-170.045705820894
68,993.2,1.3980087430444939,0.02792521916841655,978.0291185831999,27.31877908273236,170.75997046380058
68,979.5,1.3508847821745111,-0.0034907217027490096,955.9046317958655,-3.3368105971450137,213.67136122150197
68,957.4,1.3700834472685477,0.012217261196373752,938.1098930506267,11.461703863569875,190.8748749969086
68,922.6,3.787364475298463,-0.2513273680720411,-537.7908312836776,138.08119113346373,-736.8211224187149
68,404.4,3.7088246716037685,-0.013962689432376541,-217.2627852687892,3.0337699497391237,-341.06749827144193
68,619.8,1.5795229846709506,-0.029670567387448384,619.5036120913948,-18.38641943524889,-5.408713901265883
68,374.0,3.5168383655626987,0.06806787699017217,-136.75401237598945,-9.322958229910673,-347.97618100799815
68,360.9,3.6564647229942193,0.02094389093729687,-177.6766682615399,-3.72178496081902,-314.1113813159022
68,305.6,3.6093409267311296,0.04363325008495691,-137.65704166754048,-6.01023882803171,-272.774221488342
68,838.0,3.7332592286877437,-0.20769416675267352,-457.3456804907092,96.37784452976238,-695.5503142262874
68,770.5,1.5323990596489694,-0.005235937188951559,769.9215225617369,-4.031297572014909,29.577825073911015
68,949.8,1.3508848872023917,0.012217289878625186,926.8565734382752,11.32423886604101,207.19240789267394
68,792.3,1.4852751405656701,0.017453297418267226,789.2841444159536,13.77700985494049,67.6758699466272
68,733.8,1.5515977426195071,-0.01221722812817842,733.6100171204803,-8.963126888136372,14.087055649629454
68,372.6,1.9442968003489427,0.32463125835963874,328.7916594487397,110.65062473089034,-135.95309457164873
68,386.2,3.361504136132513,0.14835302535772818,-83.32153846772363,-12.452490674808201,-376.89905373105603
68,375.5,3.4068827938885593,0.05585054675944291,-98.2985605865664,-5.495743804196356,-362.3636844202904
68,405.3,3.4295720824918896,0.14486236068508612,-113.90575672582852,-16.617056641549624,-388.60962676352716
68,397.9,3.436553213470137,0.1623155737280855,-114.14996767806112,-18.692768604620106,-380.7161347789081
68,352.1,3.558726405427246,0.0698131321794614,-142.30288345634435,-9.950781550775382,-321.90880899183054
68,391.8,3.5691982971327363,0.05585062616047376,-162.22346373306868,-9.06971435287864,-356.5228296981877
68,408.1,3.583161061151958,0.07679450940408093,-173.8907690473761,-13.380169367987781,-368.9560698888095
68,419.4,3.7262780441760177,-0.04712384627227448,-231.22542958692657,10.904304366158666,-349.7316926711553
68,853.4,3.7384953337143654,-0.20943949395531825,-469.19980712023875,99.73148975206747,-705.8305256576567
68,837.9,3.743731177038074,-0.19547683992665058,-465.5532160359542,92.18200154807799,-690.5353659510643
68,840.8,3.7768925116594216,-0.263544725678358,-481.71929206869413,129.97784481397372,-676.7546996559023
68,678.5,3.8292524467497917,-0.22514752230438592,-419.7952216533599,96.14596221991764,-524.2997003869186
68,660.4,3.8362336939212898,-0.21991147976096578,-412.5477753314475,92.21535065211272,-507.3744398106603
68,1180.7,3.939208054844265,-0.14660764289529502,-835.9532817149887,123.44282863299892,-824.6189840459804
68,1194.0,3.9461893978110174,-0.14660772917144996,-851.1085648619644,125.68084095283052,-827.9218181905808
68,478.0,1.9093901885926363,-0.09773843615497682,448.70865615453715,-43.996267519552894,-158.77301513902574
68,384.7,3.6093409267311296,0.04363325008495691,-173.28751285832075,-7.5658994670935815,-343.37775852933623
68,343.7,1.960004760146275,0.24434610736837142,308.54877994061894,76.92985504427124,-130.4190852598764
68,450.9,1.6982054005454175,-0.13264500631864054,443.3163954876787,-59.15102850957503,-57.293449172409524
68,343.4,3.5831608799343906,0.08028517571701267,-146.28195221101825,-11.769570855316484,-310.4619584735222
68,388.8,3.581415587698081,0.031415853488329454,-165.46129031990736,-5.199818430987869,-351.79676418914954
68,368.7,3.633775515498992,0.026179971013346525,-174.16976694630878,-4.560801474918473,-324.9365805380719
