phase,name,x,y,z,vz
18,,-74.55861813,126.360053,67.40924673341374,1.0724347742680989
18,,-790.9714014,-774.3657802,-126.16583352706274,-5.506091344499731
18,,-740.9939726,-605.2938097,-210.20059053576355,-6.897677447077602
18,,223.8236287,969.9037578,6.392042129520778,3.376732660860031
18,,-298.8893243,-137.9604888,-41.44129327486375,12.296979829875323
18,,-103.1962559,440.6959836,15.032803484765253,2.637112527715325
18,,-210.446812,-117.0455258,-114.76229907538189,6.325615599817474
18,,325.3835475,1008.357246,-53.72879129144148,-0.3921017729186853
18,,-161.5380881,382.7860735,-34.55847201675711,-0.6852623986582116
18,,-168.3166873,356.5855565,-37.11360817172536,-2.3155497683977044
18,,171.1565481,977.8948905,45.370384951405285,0.7545258456839379
18,,213.6268465,955.9359134,12.610322821289593,3.4271150090152003
18,,190.4190208,938.2276365,18.30465711997948,3.566302351909286
18,,-713.4217928,-538.4267074,-224.72505936612802,-6.89891672479767
18,,-341.0625711,-217.1227044,-116.715754246644,3.107749081453589
18,,-5.844572178,619.464958,11.639998788067793,-2.01038567827582
18,,-347.0886314,-136.9046029,-84.46860445303922,1.417733251058534
18,,-314.0100137,-177.7475019,-103.06568491104505,3.419495136482035
18,,-272.4518432,-137.7822466,-94.22946340870527,2.15565589802228
18,,-680.6802622,-457.4407711,-199.40765434831567,-6.365526791673746
18,,28.98205544,769.9163107,-22.40173830909354,3.0177567403699337
18,,207.258104,926.7830112,15.29628632342795,3.730540324724098
18,,67.52515652,789.3358617,-12.971145635471188,3.123093156930276
18,,14.51672859,733.6320655,-15.713354663634068,-0.20279794312639043
18,,-128.5845169,328.8605457,132.64792499276308,-3.8107110614745974
18,,-372.7273045,-83.49543074,-50.08197073870528,4.080917046022281
18,,-361.7655412,-98.37500237,-87.2842760893749,5.544988652295038
18,,-384.4673547,-113.7856676,-51.11487984582014,6.620157962334094
18,,-375.7436132,-113.993333,-44.951569754980596,6.183199756497664
18,,-321.2455353,-142.2398334,-84.77938895824727,4.795966349308369
18,,-356.0348869,-162.2213026,-89.29621724568048,1.1935689244671952
18,,-367.962562,-173.5617825,-79.55249915120652,1.723436508504271
18,,-349.2832404,-231.1542935,-130.41768384263617,4.672109810486698
18,,-690.71429,-469.0304548,-198.84710108246347,-10.879347093614689
18,,-677.0937147,-466.051356,-187.85304302386146,-6.978780880210167
18,,-653.240993,-481.9753016,-245.04444808814418,-2.7342635707760876
18,,-510.9257275,-420.202367,-220.73079516923005,0.0989972481117948
18,,-494.9232674,-412.7791451,-218.02386312276684,-2.629288207897279
18,,-815.7915365,-836.0540433,-85.61581795744068,-5.579450995446268
18,,-818.8830661,-851.1891364,-86.9233535365955,-4.64708092331258
18,,-158.2844217,448.6426938,-9.488904461854752,-1.8310656314047207
18,,-342.9516016,-173.4797544,-94.31547194152579,2.8540340321404676
18,,-126.5096421,308.6096175,91.36879619527761,-0.07562306060390278
18,,-56.67914233,443.2883814,-17.251179591656175,-0.5697493408653005
18,,-309.4380104,-146.5193572,-81.89470411769697,5.64780150094851
18,,-351.5589383,-165.5309088,-98.79637024568048,2.2023010994671948
18,,-324.8082591,-174.141936,-100.8305417186761,1.5478574379755674
18,,207.8292307,1002.605388,44.49445030789658,-0.02082796405325249
18,,94.8211975,867.8065947,12.723623786787794,6.634996148687398
18,,74.01333378,812.8096621,4.4815436965542865,4.107585121132626
18,,-5.856376836,623.3191597,11.897603053935722,-1.9935409767737853
18,,-17.01714632,561.1107391,26.52954232254484,-3.8048831383697532
18,,-81.16039043,741.8350336,56.671327873864065,-5.562996037430227
18,,-71.15535977,442.6680826,105.91947245592783,-6.102940261797084
18,,-124.0839656,435.3073401,66.02752161014524,-3.7139255434047214
18,,-141.9596764,363.5614893,69.5793450863209,-3.7812046553441108
18,,-124.8643722,308.694052,90.40743690405503,-1.57576082305188
18,,-183.2788879,376.5683905,-29.55720425121409,-1.3841920273562853
18,,-300.4253749,-42.04616697,-62.15102907532158,4.346270127120895
18,,-365.5722058,-157.4251513,-61.61175989568048,3.285993110467195
18,,-329.769277,-166.4195493,-87.56042419966373,5.767287617953148
18,,-311.0673073,-155.0221414,-94.38365712582014,3.8136447523340946
18,,-343.1970352,-218.8206917,-119.08839235161528,2.9354189326633056
18,,-240.6858987,-156.1393998,-57.409003778705284,5.942630640022281
18,,-783.0292632,-616.2696343,-186.23005283010494,-6.818053041284433
18,,-649.8195971,-525.9197759,-121.48302043127508,-4.239689959829139
18,,-492.6716152,-443.3359439,-199.65980313783342,-0.826470419184185
18,,-741.8367498,-605.7672647,-195.0886082479618,-8.008034949216096
18,,-826.0475287,-814.2027067,-103.91945878450335,-9.109843801967918
19,,-804.4156685,-793.67385,-105.2807201759698,-7.644351892172821
19,,-320.8300254,-155.5365347,-82.05527865104341,4.2898834353169395
19,,-326.3172943,-127.7044031,-80.48962659799909,1.1781838132025735
19,,-306.5825506,-128.3205219,-85.28314716489896,6.666094430413331
19,,-198.2675804,379.1426805,-23.004353313474837,-0.2961349175925676
19,,-143.1446646,348.6835879,32.9553467713621,-2.8058814341178517
19,,-308.180874,-119.0880108,-79.10026679855899,5.46750429387767
19,,-304.5600477,-141.4925697,-89.17348595252514,3.046976382001607
19,,-309.0963874,-112.2958629,-67.73403231910743,5.324012054195146
19,,-694.1325646,-571.5982706,-209.2478740001481,-2.7154317089312228
19,,-824.3178326,-837.9519291,-109.9686874117303,-7.093568274163282
19,,-95.01449077,224.8197776,74.2186788471411,-0.030050895228464825
19,,212.5568399,1009.814014,44.713017139165,0.896385821367272
19,,-377.6083681,-102.3607048,-53.78051801545739,4.2038812980257125
19,,177.7097336,941.1439204,7.707795861156402,2.288746107245177
19,,-268.7677522,-133.3731256,-115.25232984910743,2.7814050421951455
19,,221.3078406,999.1031604,23.56782306601572,-3.6831300551158552
19,,13.30649014,744.2377412,-14.881203798923359,2.1624479103244867
19,,-123.9375886,434.1636167,65.33287868324753,-3.639912452422406
19,,-392.1767838,-193.4090186,-97.93026971820761,5.123446004382021
19,,-74.55861813,126.360053,68.58754254094328,1.0115166102022108
19,,-790.9714014,-774.3657802,-128.90085342532652,-5.3603951743647
19,,-740.9939726,-605.2938097,-212.29519984328059,-6.697024243473775
19,,223.8236287,969.9037578,6.121479515206232,3.3417714883365095
19,,-298.8893243,-137.9604888,-39.59336701538113,12.388195303749812
19,,-103.1962559,440.6959836,14.564494150037753,2.5698218787806586
19,,-210.446812,-117.0455258,-112.8549214611449,6.3857448545554565
19,,325.3835475,1008.357246,-54.20657070961268,-0.3803816395767683
19,,-161.5380881,382.7860735,-34.57053593484689,-0.7679801289973117
19,,-168.3166873,356.5855565,-36.96485702503563,-2.400065875970716
19,,171.1565481,977.8948905,45.20078871887874,0.7156423101162416
19,,213.6268465,955.9359134,12.483247765877799,3.387132379790239
19,,190.4190208,938.2276365,18.395601053518906,3.524821544110103
19,,-713.4217928,-538.4267074,-226.36619207101919,-6.681492983320425
19,,-341.0625711,-217.1227044,-115.10594754554634,3.2429784843054943
19,,-5.844572178,619.464958,10.871087780970754,-1.9901463827566248
19,,-347.0886314,-136.9046029,-82.66219558845819,1.5199417237356059
19,,-314.0100137,-177.7475019,-101.30623816052831,3.5315703157804412
19,,-272.4518432,-137.7822466,-92.36212319855899,2.2403658838776694
19,,-680.6802622,-457.4407711,-200.39626251495588,-6.137075111054986
19,,28.98205544,769.9163107,-22.280586930156318,3.0687122956000983
19,,207.258104,926.7830112,15.429986688033466,3.6895261492707228
19,,67.52515652,789.3358617,-12.632608472452965,3.1663325024639644
19,,14.51672859,733.6320655,-15.858205963353644,-0.15017220427987388
19,,-128.5845169,328.8605457,132.85071508885727,-3.895489300776697
19,,-372.7273045,-83.49543074,-48.214630528559,4.16562703187767
19,,-361.7655412,-98.37500237,-85.43043759744121,5.634351764954875
19,,-384.4673547,-113.7856676,-49.304619834025985,6.721458921273859
19,,-375.7436132,-113.993333,-43.13381923691526,6.28268077665735
19,,-321.2455353,-142.2398334,-82.9579994602742,4.8945349966065494
19,,-356.0348869,-162.2213026,-87.55590631634047,1.3091752797076275
19,,-367.962562,-173.5617825,-77.8591610414161,1.8468660118927023
19,,-349.2832404,-231.1542935,-128.8680470292261,4.814662845175006
19,,-690.71429,-469.0304548,-199.9533302619796,-10.65196123588874
19,,-677.0937147,-466.051356,-188.87717973514467,-6.750611553535845
19,,-653.240993,-481.9753016,-246.05676414468863,-2.50599652796028
19,,-510.9257275,-420.202367,-220.68151991415323,0.3210584911777043
19,,-494.9232674,-412.7791451,-217.86361764531696,-2.4096507807343786
19,,-815.7915365,-836.0540433,-88.44015046586225,-5.456739067255417
19,,-818.8830661,-851.1891364,-89.75670128919036,-4.529045679976121
19,,-158.2844217,448.6426938,-9.878244618752468,-1.9024255404224066
19,,-342.9516016,-173.4797544,-92.58513367152601,2.971393796774012
19,,-126.5096421,308.6096175,91.69325292322135,-0.16039275987774881
19,,-56.67914233,443.2883814,-17.82358765464152,-0.6303255683198177
19,,-309.4380104,-146.5193572,-80.06974673928876,5.745456208062797
19,,-351.5589383,-165.5309088,-97.05605931634047,2.317907454707627
19,,-324.8082591,-174.141936,-99.07577721302356,1.6608183953836617
19,,207.8292307,1002.605388,44.06206448601572,-0.043248821115855485
19,,94.8211975,867.8065947,13.339379624673665,6.637160460900344
19,,74.01333378,812.8096621,4.960639680765812,4.140761211953073
19,,-5.856376836,623.3191597,11.135797418695208,-1.9722989858522877
19,,-17.01714632,561.1107391,25.66439172489502,-3.8123625710085602
19,,-81.16039043,741.8350336,56.32073763075034,-5.514136956654211
19,,-71.15535977,442.6680826,105.37710964700268,-6.165639837109409
19,,-124.0839656,435.3073401,65.63818145324753,-3.785285452422407
19,,-141.9596764,363.5614893,69.62057021486547,-3.86469261328206
19,,-124.8643722,308.694052,90.71839167332985,-1.6605717032366694
19,,-183.2788879,376.5683905,-29.47577728903775,-1.4681450524074797
19,,-300.4253749,-42.04616697,-60.243155568600116,4.393979887516097
19,,-365.5722058,-157.4251513,-59.871448966340466,3.401599465707627
19,,-329.769277,-166.4195493,-85.79636335643427,5.8784750704149555
19,,-311.0673073,-155.0221414,-92.57339711402598,3.9149457112738597
19,,-343.1970352,-218.8206917,-117.48502586869309,3.0714726290341328
19,,-240.6858987,-156.1393998,-55.541663568559,6.02734062587767
19,,-783.0292632,-616.2696343,-188.51735810727524,-6.628023214082143
19,,-649.8195971,-525.9197759,-122.76091832921433,-4.014550748776696
19,,-492.6716152,-443.3359439,-199.68499806943584,-0.6029855410508349
19,,-741.8367498,-605.7672647,-197.1911927522876,-7.807770082850437
19,,-826.0475287,-814.2027067,-106.73689822122317,-8.984301762153963
20,,-804.4156685,-793.67385,-108.02003734627812,-7.504337388406279
20,,-320.8300254,-155.5365347,-80.2308154836611,4.391714629616821
20,,-326.3172943,-127.7044031,-78.62477401010055,1.2690019790314038
20,,-306.5825506,-128.3205219,-83.40452579495425,6.752265054357128
20,,-198.2675804,379.1426805,-22.929655917027276,-0.38032943299295735
20,,-143.1446646,348.6835879,33.07034604483154,-2.89046494825548
20,,-308.180874,-119.0880108,-77.21194812982664,5.549935445624347
20,,-304.5600477,-141.4925697,-87.311605058876,3.1387202053474192
20,,-309.0963874,-112.2958629,-65.83921623717472,5.403627279799373
20,,-694.1325646,-571.5982706,-210.92854756057505,-2.4990068942880557
20,,-824.3178326,-837.9519291,-112.76486985783224,-6.9706010073795195
20,,-95.01449077,224.8197776,74.91973123635762,-0.11010076636428145
20,,212.5568399,1009.814014,44.243212634432425,0.8793815097620494
20,,-377.6083681,-102.3607048,-51.921681060724,4.29654943126809
20,,177.7097336,941.1439204,7.810624436753198,2.247326907486738
20,,-268.7677522,-133.3731256,-113.35751376717472,2.861020267799373
20,,221.3078406,999.1031604,23.130317840563755,-3.704978036461435
20,,13.30649014,744.2377412,-14.947400431989635,2.2154391259026016
20,,-123.9375886,434.1636167,64.92658441437567,-3.7107640964554474
20,,-392.1767838,-193.4090186,-96.29878324111068,5.258391098219223
20,,-74.55861813,126.360053,69.75086692078105,0.9491296854824007
20,,-790.9714014,-774.3657802,-131.59479371127506,-5.211736366852247
20,,-740.9939726,-605.2938097,-214.333899935238,-6.494098772038626
20,,223.8236287,969.9037578,5.8428656561052605,3.3071716686379986
20,,-298.8893243,-137.9604888,-37.72278846485088,12.4771582210235
20,,-103.1962559,440.6959836,14.080227678929155,2.5031403123466185
20,,-210.446812,-117.0455258,-110.93283088125472,6.443536637752133
20,,325.3835475,1008.357246,-54.681571198966424,-0.3680330351872265
20,,-161.5380881,382.7860735,-34.60239971353235,-0.8506699114914821
20,,-168.3166873,356.5855565,-36.83639486640226,-2.484758056278171
20,,171.1565481,977.8948905,45.02221400959834,0.6769877672743788
20,,213.6268465,955.9359134,12.346931606192946,3.3473229529488426
20,,190.4190208,938.2276365,18.47691512286947,3.4832275626702502
20,,-713.4217928,-538.4267074,-227.94725680196893,-6.462285463925477
20,,-341.0625711,-217.1227044,-113.46195804669095,3.376261345680666
20,,-5.844572178,619.464958,10.107061046481558,-1.9689158592526352
20,,-347.0886314,-136.9046029,-80.83028972628894,1.6199525860590924
20,,-314.0100137,-177.7475019,-99.51872254079242,3.6415088701178613
20,,-272.4518432,-137.7822466,-90.47380452982664,2.3227970356243466
20,,-680.6802622,-457.4407711,-201.32260206898187,-5.90755080712643
20,,28.98205544,769.9163107,-22.147537466591537,3.1195022996852955
20,,207.258104,926.7830112,15.554157140546359,3.6483425829540885
20,,67.52515652,789.3358617,-12.284025305550962,3.209123712879117
20,,14.51672859,733.6320655,-15.990707494203011,-0.09736613783075265
20,,-128.5845169,328.8605457,133.03313352961305,-3.9805120669743435
20,,-372.7273045,-83.49543074,-46.326311859826646,4.248058183624347
20,,-361.7655412,-98.37500237,-83.55442412536188,5.721454372460603
20,,-384.4673547,-113.7856676,-47.46909847092667,6.82055722282053
20,,-375.7436132,-113.993333,-41.291279489769266,6.379949298096051
20,,-321.2455353,-142.2398334,-81.11205719610739,4.990886351484639
20,,-356.0348869,-162.2213026,-85.7866015063007,1.4226696227240927
20,,-367.962562,-173.5617825,-76.13477060348252,1.9682434839820742
20,,-349.2832404,-231.1542935,-127.28226743612629,4.955344607185349
20,,-690.71429,-469.0304548,-200.99742378303117,-10.423373614380623
20,,-677.0937147,-466.051356,-189.83907677934556,-6.521330546056117
20,,-653.240993,-481.9753016,-247.00682983625885,-2.276630794291425
20,,-510.9257275,-420.202367,-220.5731808258709,0.5430294929296723
20,,-494.9232674,-412.7791451,-217.64511992472057,-2.1902307589735623
20,,-815.7915365,-836.0540433,-91.22977781980138,-5.330965934170606
20,,-818.8830661,-851.1891364,-92.55664528625098,-4.407939015061925
20,,-158.2844217,448.6426938,-10.284538887624322,-1.973277184455448
20,,-342.9516016,-173.4797544,-90.82534127062631,3.0866543321079067
20,,-126.5096421,308.6096175,91.99729514301205,-0.24556090796684193
20,,-56.67914233,443.2883814,-18.41031892597293,-0.6901596727923234
20,,-309.4380104,-146.5193572,-78.22047331668337,5.8408889140913
20,,-351.5589383,-165.5309088,-95.2867545063007,2.4314017977240923
20,,-324.8082591,-174.141936,-97.29271203687561,1.77164876107864
20,,207.8292307,1002.605388,43.62455926056376,-0.06509680246143512
20,,94.8211975,867.8065947,13.9555453669417,6.63851854866372
20,,74.01333378,812.8096621,5.4474016781648515,4.173306681855344
20,,-5.856376836,623.3191597,10.379110580303578,-1.9500749959731718
20,,-17.01714632,561.1107391,24.79760587054294,-3.8187254694226427
20,,-81.16039043,741.8350336,55.98166202529254,-5.464830094446411
20,,-71.15535977,442.6680826,104.81990815714904,-6.227635704067025
20,,-124.0839656,435.3073401,65.23188718437567,-3.8561370964554484
20,,-141.9596764,363.5614893,69.6417918293065,-3.9482202791628827
20,,-124.8643722,308.694052,91.00892705131812,-1.7457639647848522
20,,-183.2788879,376.5683905,-29.414479823753155,-1.5521887932939142
20,,-300.4253749,-42.04616697,-58.323701977248255,4.439346813713447
20,,-365.5722058,-157.4251513,-58.102144156300696,3.5150938087240924
20,,-329.769277,-166.4195493,-84.00446580048659,5.987519945152737
20,,-311.0673073,-155.0221414,-90.73787575092666,4.014044012820531
20,,-343.1970352,-218.8206917,-115.84725666996896,3.205587866110475
20,,-240.6858987,-156.1393998,-53.65334489982665,6.109771777624347
20,,-783.0292632,-616.2696343,-190.75153211823297,-6.43551412274066
20,,-649.8195971,-525.9197759,-123.97707122612819,-3.7880220987583284
20,,-492.6716152,-443.3359439,-199.65063807848085,-0.37950590142364315
20,,-741.8367498,-605.7672647,-199.23796821331163,-7.60522437982181
20,,-826.0475287,-814.2027067,-109.51884550794401,-8.855706251423166
21,,-804.4156685,-793.67385,-110.71984577668928,-7.361355777866574
21,,-320.8300254,-155.5365347,-78.38094063740685,4.49132754013995
21,,-326.3172943,-127.7044031,-76.73736069557572,1.357548221969724
21,,-306.5825506,-128.3205219,-81.50454063832727,6.836145082124901
21,,-198.2675804,379.1426805,-22.875147699738662,-0.4646060600918327
21,,-143.1446646,348.6835879,33.165048182074344,-2.9751816736577568
21,,-308.180874,-119.0880108,-75.30322620266719,5.630062653934964
21,,-304.5600477,-141.4925697,-85.42692461505807,3.228196103009928
21,,-309.0963874,-112.2958629,-63.924718738636614,5.480929490831617
21,,-694.1325646,-571.5982706,-212.54932567212668,-2.2807573778134103
21,,-824.3178326,-837.9519291,-115.52627789321926,-6.844603469292606
21,,-95.01449077,224.8197776,75.6013594640112,-0.19102330303939175
21,,212.5568399,1009.814014,43.76954811661645,0.8629986890652637
21,,-377.6083681,-102.3607048,-50.039805936236135,4.38695372291527
21,,177.7097336,941.1439204,7.9038347573198,2.2057789215926693
21,,-268.7677522,-133.3731256,-111.44301626863661,2.9383224788316165
21,,221.3078406,999.1031604,22.687826479870466,-3.7262464869832312
21,,13.30649014,744.2377412,-15.001178891538302,2.2685083790449236
21,,-123.9375886,434.1636167,64.50345979469984,-3.78108589340672
21,,-392.1767838,-193.4090186,-94.63317161911507,5.391364780452146
21,,-74.55861813,126.360053,70.89886551305153,0.8852930037702977
21,,-790.9714014,-774.3657802,-134.24683378460054,-5.060160204875237
21,,-740.9939726,-605.2938097,-216.31606980383842,-6.288962845836543
21,,223.8236287,969.9037578,5.556285420698277,3.2729437412047475
21,,-298.8893243,-137.9604888,-35.83012741962028,12.563841482729973
21,,-103.1962559,440.6959836,13.580151583697713,2.4370881402642954
21,,-210.446812,-117.0455258,-108.99661282312178,6.498973345470497
21,,325.3835475,1008.357246,-55.153648069752336,-0.35505972125457896
21,,-161.5380881,382.7860735,-34.65405364679782,-0.9333065580319452
21,,-168.3166873,356.5855565,-36.72826082664318,-2.56960051126152
21,,171.1565481,977.8948905,44.834715219150404,0.6385739917065464
21,,213.6268465,955.9359134,12.201415865457768,3.3076988548280615
21,,190.4190208,938.2276365,18.54857455897796,3.441533077519395
21,,-713.4217928,-538.4267074,-229.46777195134408,-6.241360939346746
21,,-341.0625711,-217.1227044,-111.78428652520478,3.507557066328392
21,,-5.844572178,619.464958,9.348151314544776,-1.946700574786974
21,,-347.0886314,-136.9046029,-78.97344488280325,1.7177353737514967
21,,-314.0100137,-177.7475019,-97.70368254641117,3.749277311145648
21,,-272.4518432,-137.7822466,-88.56508260266719,2.4029242439349634
21,,-680.6802622,-457.4407711,-202.18639083839182,-5.677023795214507
21,,28.98205544,769.9163107,-22.002630446554697,3.1701112814982615
21,,207.258104,926.7830112,15.668759857443945,3.607002170687441
21,,67.52515652,789.3358617,-11.92550231657453,3.251453753558521
21,,14.51672859,733.6320655,-16.110818894932304,-0.04439582901840833
21,,-128.5845169,328.8605457,133.19512474860622,-4.065753461309323
21,,-372.7273045,-83.49543074,-44.4175899326672,4.328185391934964
21,,-361.7655412,-98.37500237,-81.65680712501377,5.806269942514195
21,,-384.4673547,-113.7856676,-45.60887487411057,6.917422680671463
21,,-375.7436132,-113.993333,-39.4245117689986,6.4749756918798775
21,,-321.2455353,-142.2398334,-79.24212445764256,5.084991064386567
21,,-356.0348869,-162.2213026,-83.98884176294588,1.5340173820402665
21,,-367.962562,-173.5617825,-74.37985310343782,2.0875319520185736
21,,-349.2832404,-231.1542935,-125.66082810716266,5.094112243490199
21,,-690.71429,-469.0304548,-201.97906360461727,-10.193653859094225
21,,-677.0937147,-466.051356,-190.73844115330635,-6.291007698986953
21,,-653.240993,-481.9753016,-247.8943557636417,-2.0462362367939124
21,,-510.9257275,-420.202367,-220.40581090551885,0.7648426388502838
21,,-494.9232674,-412.7791451,-217.3684365175,-1.9710949800790274
21,,-815.7915365,-836.0540433,-93.98385027174233,-5.202169907906556
21,,-818.8830661,-851.1891364,-95.32233263771226,-4.283797818833308
21,,-158.2844217,448.6426938,-10.707663507300161,-2.0435989814067206
21,,-342.9516016,-173.4797544,-89.03663078863941,3.1997805286665377
21,,-126.5096421,308.6096175,92.28083024044429,-0.33110156182823647
21,,-56.67914233,443.2883814,-19.01119468162139,-0.7492334282349715
21,,-309.4380104,-146.5193572,-76.3474471564797,5.934070549307284
21,,-351.5589383,-165.5309088,-93.48899476294588,2.542749557040266
21,,-324.8082591,-174.141936,-95.481889329158,1.880314775057471
21,,207.8292307,1002.605388,43.18206789987047,-0.0863652529832315
21,,94.8211975,867.8065947,14.571933323537996,6.639069998290838
21,,74.01333378,812.8096621,5.9416814163317255,4.205211617174038
21,,-5.856376836,623.3191597,9.627773032901963,-1.9268757767790414
21,,-17.01714632,561.1107391,23.92944879085654,-3.823969895411505
21,,-81.16039043,741.8350336,55.654204343204796,-5.415090470154698
21,,-71.15535977,442.6680826,104.24803771533843,-6.288908978128293
21,,-124.0839656,435.3073401,64.80876256469983,-3.9264588934067213
21,,-141.9596764,363.5614893,69.64300346533474,-4.031762209650405
21,,-124.8643722,308.694052,91.27895453812926,-1.8313116573082893
21,,-183.2788879,376.5683905,-29.37333052716204,-1.6362976494779689
21,,-300.4253749,-42.04616697,-56.393252985424034,4.482357086507748
21,,-365.5722058,-157.4251513,-56.30438441294588,3.626441568040266
21,,-329.769277,-166.4195493,-82.18527736117483,6.094389026041299
21,,-311.0673073,-155.0221414,-88.87765215411056,4.110909470671464
21,,-343.1970352,-218.8206917,-114.1755836358063,3.3377237910919093
21,,-240.6858987,-156.1393998,-51.7446229726672,6.189898985934964
21,,-783.0292632,-616.2696343,-192.93189431193142,-6.240584407394084
21,,-649.8195971,-525.9197759,-125.13110867006309,-3.560173012595267
21,,-492.6716152,-443.3359439,-199.55673363135452,-0.15609957436573607
21,,-741.8367498,-605.7672647,-201.2283111634009,-7.400459537513466
21,,-826.0475287,-814.2027067,-112.26445323657303,-8.72409644121383
22,,-804.4156685,-793.67385,-113.37932307940179,-7.215450614137374
22,,-320.8300254,-155.5365347,-76.50621760207883,4.588691823828811
22,,-326.3172943,-127.7044031,-74.8279615788039,1.443795569974168
22,,-306.5825506,-128.3205219,-79.58377044890229,6.9177089630476285
22,,-198.2675804,379.1426805,-22.840845265340036,-0.5489391274121648
22,,-143.1446646,348.6835879,33.239424335902115,-3.0600058047894465
22,,-308.180874,-119.0880108,-73.37468243226985,5.7078615112856586
22,,-304.5600477,-141.4925697,-83.52001871299176,3.315376819763938
22,,-309.0963874,-112.2958629,-61.991122997977236,5.5558951402895564
22,,-694.1325646,-571.5982706,-214.10971463008943,-2.0607496404242385
22,,-824.3178326,-837.9519291,-118.2520703662534,-6.715614039973209
22,,-95.01449077,224.8197776,76.26335589954058,-0.27279385546521295
22,,212.5568399,1009.814014,43.29216786851778,0.8472423496428054
22,,-377.6083681,-102.3607048,-48.135465879386786,4.475066634944252
22,,177.7097336,941.1439204,7.987398430089609,2.1641148054819674
22,,-268.7677522,-133.3731256,-109.50942052797723,3.013288128289556
22,,221.3078406,999.1031604,22.240483771090933,-3.746928928105179
22,,13.30649014,744.2377412,-15.042522796129624,2.321639504342846
22,,-123.9375886,434.1636167,64.06363371207809,-3.8508564225756423
22,,-392.1767838,-193.4090186,-92.93394221365595,5.522326546009044
22,,-74.55861813,126.360053,72.03118862626266,0.8200260103375463
22,,-790.9714014,-774.3657802,-136.85616580820567,-4.905712860000956
22,,-740.9939726,-605.2938097,-218.2411056609382,-6.0816789512578415
22,,223.8236287,969.9037578,5.261826104101214,3.2390981321950325
22,,-298.8893243,-137.9604888,-33.91596040257825,12.648218684308002
22,,-103.1962559,440.6959836,13.064418192366439,2.3716854826651748
22,,-210.446812,-117.0455258,-107.04685707752303,6.552038091152355
22,,325.3835475,1008.357246,-55.62265752278236,-0.34146564957592673
22,,-161.5380881,382.7860735,-34.72548200035486,-1.015864896695637
22,,-168.3166873,356.5855565,-36.64048784443443,-2.65456739708708
22,,171.1565481,977.8948905,44.63834946148286,0.6004126846209128
22,,213.6268465,955.9359134,12.04674486917656,3.268272155312038
22,,190.4190208,938.2276365,18.61055753368594,3.3997507892016268
22,,-713.4217928,-538.4267074,-230.92727435550057,-6.0187867053345645
22,,-341.0625711,-217.1227044,-110.07344401608519,3.636825652300276
22,,-5.844572178,619.464958,8.594589756416557,-1.923507296350496
22,,-347.0886314,-136.9046029,-77.092226670928,1.8132603012284516
22,,-314.0100137,-177.7475019,-95.8616710561495,3.8548428115526923
22,,-272.4518432,-137.7822466,-86.63653883226985,2.4807231012856583
22,,-680.6802622,-457.4407711,-202.98736570475882,-5.445564296080212
22,,28.98205544,769.9163107,-21.845910010127795,3.220523825052887
22,,207.258104,926.7830112,15.773759929628458,3.565517505160839
22,,67.52515652,789.3358617,-11.557148715099284,3.2933097303617185
22,,14.51672859,733.6320655,-16.218503578445304,0.008722586887954575
22,,-128.5845169,328.8605457,133.33663940174222,-4.151187518427162
22,,-372.7273045,-83.49543074,-42.48904616226985,4.405984249285659
22,,-361.7655412,-98.37500237,-79.7381646289178,5.888772639471388
22,,-384.4673547,-113.7856676,-43.7245156857056,7.0120257886698445
22,,-375.7436132,-113.993333,-37.53408471013475,6.567731012048743
22,,-321.2455353,-142.2398334,-77.34877084450622,5.176820470105172
22,,-356.0348869,-162.2213026,-82.16317470130912,1.6431846400500145
22,,-367.962562,-173.5617825,-72.59494310615267,2.2046950795792686
22,,-349.2832404,-231.1542935,-124.00422294846196,5.230923484123268
22,,-690.71429,-469.0304548,-202.8979507097389,-9.962871944892356
22,,-677.0937147,-466.051356,-191.5749989019264,-6.059713170898762
22,,-653.240993,-481.9753016,-248.71907157784204,-1.814883035881842
22,,-510.9257275,-420.202367,-220.17946113559623,0.9864303625065364
22,,-494.9232674,-412.7791451,-217.03365170410132,-1.7523101949318436
22,,-815.7915365,-836.0540433,-96.70152890453693,-5.070390220980548
22,,-818.8830661,-851.1891364,-98.05292088841504,-4.15665990590123
22,,-158.2844217,448.6426938,-11.147489589921904,-2.1133695105756427
22,,-342.9516016,-173.4797544,-87.21954708410576,3.310737927114558
22,,-126.5096421,308.6096175,92.54377184798066,-0.41698866495010645
22,,-56.67914233,443.2883814,-19.626031889010846,-0.8075288402095893
22,,-309.4380104,-146.5193572,-74.45123880059047,6.024972729681996
22,,-351.5589383,-165.5309088,-91.66332770130911,2.651916815050014
22,,-324.8082591,-174.141936,-93.64386068400923,1.9867833365996272
22,,207.8292307,1002.605388,42.73472519109093,-0.10704769410517923
22,,94.8211975,867.8065947,15.188355736719766,6.638814641804798
22,,74.01333378,812.8096621,6.443328332869886,4.236466299356779
22,,-5.856376836,623.3191597,8.88201364118574,-1.9027083949768024
22,,-17.01714632,561.1107391,23.06018493489241,-3.828094251472186
22,,-81.16039043,741.8350336,55.338464331269236,-5.364933234950476
22,,-71.15535977,442.6680826,103.66167251884731,-6.349440994860359
22,,-124.0839656,435.3073401,64.36893648207808,-3.9962294225756434
22,,-141.9596764,363.5614893,69.6242047538741,-4.115292957063303
22,,-124.8643722,308.694052,91.52839188077493,-1.9171887221511104
