phase,d,l,b
120,1135.4,224.60000113969056,-5.599996167006308
120,376.8,205.90000079088875,18.899999497842987
120,368.7,201.40000024378946,18.099997263043807
120,348.9,202.7000014849236,17.699996776878155
120,438.6,117.59999946032329,-12.699998516770206
120,378.9,112.30000027884857,-5.899999487464295
120,348.0,201.10000408540478,18.299996888931478
120,352.5,204.89999920422875,17.700000224432205
120,349.5,200.00000149251446,19.799995053833623
120,902.2,219.49999625365317,-4.700001835506683
120,1183.4,225.49999742899308,-6.599999046375275
120,247.3,112.89999650521939,9.299996811735788
120,1031.9,78.09999864073762,-5.504252089397903e-06
120,416.6,195.1999947095449,20.100000144903188
120,958.0,79.29999993432496,-1.3000015854900562
120,308.3,206.3999985537221,13.300000413566503
120,1023.6,77.50000201588271,-1.300001815511011
120,744.9,89.00000395870487,2.1999991219271533
120,452.1,105.8999986399763,-2.9999971197451885
120,455.8,206.20000262697323,16.399998455525658
120,165.8,120.5000045831072,27.69999892617904
120,1113.7,224.3999992841813,-6.299999828022335
120,963.2,219.19999583051765,-6.600001659638732
120,996.3,76.99999554706135,-2.4000023687336487
120,363.5,204.7999986076942,25.099997746679463
120,458.8,103.20000144035794,-9.400002433067685
120,246.6,209.09999717276534,12.500003495810098
120,1062.2,72.09999657354348,-4.000001486107447
120,430.5,112.89999998795436,-15.199998834596226
120,408.8,115.29999826351956,-15.299999688412253
120,992.8,80.100001127841,7.92192678411619e-07
120,980.0,77.40000199103932,-1.7999997864524406
120,957.4,78.49999684425336,-0.8000028102239837
120,897.6,217.00000179337718,-5.300006298571529
120,419.1,212.5000018378047,15.300000490488523
120,619.7,90.49999708404577,-1.399998523166493
120,391.9,201.50000466041436,17.799999021723988
120,376.8,209.5000031773056,16.799994834252097
120,320.1,206.80000134078296,17.49999908361878
120,820.2,213.90000106406094,-0.8000004981953507
120,771.1,87.79999903087224,2.299995647851722
120,949.8,77.40000267988427,-0.8000009598379869
120,793.5,85.10000082757477,3.4000029478959157
120,734.1,88.9000015149186,1.9000023768682703
120,359.0,111.4000011500906,10.400004641937631
120,406.8,192.60000479108461,20.10000141809505
120,389.9,195.20000064450866,15.899997063048652
120,429.0,196.49999825349883,20.799999926477863
120,423.0,196.8999961763448,21.799997785923843
120,370.2,203.90000499255305,18.400002406149525
120,410.7,204.4999972878765,17.70000587988205
120,430.3,205.30000294361042,19.00000090156083
120,430.9,213.50000243308443,13.600001417958062
120,835.1,214.19999789829964,-1.2000015183244936
120,822.0,214.5000002293559,-0.09999562883127357
120,813.9,216.3999964536793,-4.099999075594268
120,661.7,219.40000058557786,1.1999970529186932
120,644.8,219.8000000054203,1.79999823877892
120,1173.5,225.69999721126888,-5.500003937165006
120,1187.1,226.1000028939358,-5.700000800305668
120,485.8,109.39999649522876,-11.70000033137602
120,403.0,206.80000134078296,17.49999908361878
120,334.9,112.2999993610872,5.20000358398652
120,459.5,97.29999816933326,-13.399999489767742
120,362.4,205.2999954915109,19.199997188516257
120,405.4,205.19999387333672,16.59999875174794
120,385.0,208.1999976515978,16.799999942374278
120,1023.9,78.30000006148708,-0.0999959086336329
120,874.5,83.79999708004198,3.3999963816454195
120,818.6,84.79999765825492,4.399998539611926
120,623.5,90.50000375285396,-1.2000001283794866
120,562.2,91.69999972743099,-3.1999981731807634
120,750.6,96.19999872034461,6.20000200772312
120,448.7,99.09999899267572,2.0999979371667195
120,453.2,105.89999858672286,-2.8999979356009313
120,390.4,111.3000014061437,-0.9000022008809864
120,334.2,111.9999977797473,4.8999981615014665
120,431.5,116.0000032096014,-13.89999909355166
120,317.4,187.99999523168412,17.09999891202296
120,426.3,203.3000036115203,20.999999716102636
120,389.5,206.7999979217734,18.50000398775381
120,364.4,206.5000028446466,17.499996956054552
120,421.3,212.5000028120062,14.90000020343485
120,316.1,213.00000332038624,24.799996521618258
120,1002.4,218.19999820537856,-6.200003764759308
120,837.3,219.0000012807206,3.299995859435084
120,663.6,221.99999538451635,2.900000576706314
120,962.6,219.2000007422292,-5.800001966805774
120,1166.7,224.6000019359788,-6.2000029646264245
