phase,d,l,b
23,1136.1,224.5999988694597,-5.900003064168362
23,364.1,205.90000366871675,-11.69999960732704
23,357.8,201.39999557014286,-11.600001051419776
23,341.2,202.69999544735967,-12.999998775967475
23,428.4,117.59999970902012,-2.9999969568373777
23,378.4,112.29999985910328,5.100000906967878
23,337.9,201.09999961292368,-12.100005236667476
23,345.5,204.9000029870795,-13.50000167665954
23,334.2,200.00000419093425,-10.199998758914562
23,924.8,219.4999964817571,-13.50000082977418
23,1181.8,225.49999816999863,-5.900000781063231
23,256.2,112.89999741430555,17.699995735643846
23,1032.7,78.09999919132821,2.2000035191363785
23,393.9,195.2000022972484,-6.600000955311822
23,957.8,79.30000211089649,0.599998562685926
23,318.5,206.4000042800131,-19.600001999533834
23,1023.5,77.49999717237638,1.100001796038306
23,744.5,89.0000040291132,-1.1999991450694987
23,456.0,105.89999802294491,7.999997872213587
23,446.6,206.19999904610168,-11.700000074031728
23,164.5,120.49999785805322,26.799999818686825
23,1115.8,224.39999706713166,-7.199995644050071
23,982.0,219.19999805142754,-12.999999364296086
23,995.4,76.9999956532806,0.19999964667030912
23,330.7,204.79999513746515,-5.3999994727826035
23,452.8,103.19999879507849,1.5999948048032988
23,262.3,209.09999657259303,-23.40000315949673
23,1061.3,72.09999483866677,-3.200001096734593
23,416.9,112.90000244256194,-4.699999182811831
23,396.0,115.30000129313784,-5.200004951254964
23,993.8,80.10000498228797,2.6000011372243597
23,979.5,77.40000264470333,0.6999991471331146
23,957.5,78.49999971436587,1.1999983776427654
23,923.7,216.99999982176757,-14.599999659544052
23,418.5,212.50000357635034,-14.899998059329642
23,619.6,90.4999963590167,0.5999997047848883
23,380.5,201.5000015127956,-11.300004530090881
23,372.7,209.4999944635421,-14.499999803685528
23,316.7,206.80000200456175,-15.39999563363732
23,845.2,213.9000007038998,-13.999996817583284
23,770.8,87.79999868678465,-1.6000039971793465
23,949.9,77.40000148422853,0.9999998896216855
23,792.3,85.10000310727513,-0.7999961191117981
23,733.9,88.89999605637925,-1.3999991473302154
23,377.8,111.40000085936128,20.79999935923419
23,384.0,192.59999741875657,-5.8999979989013775
23,382.8,195.1999977608795,-11.60000070800311
23,403.1,196.49999978810928,-5.900004972988807
23,394.2,196.90000159724747,-5.099998021411048
23,359.1,203.8999991488311,-11.999995320870458
23,399.3,204.50000361801392,-11.5000004675604
23,412.9,205.29999967706667,-9.799998924794336
23,436.3,213.5000006859318,-16.199997586490205
23,859.5,214.1999976294054,-13.79999794048753
23,844.4,214.5000056697976,-13.199998094304275
23,849.4,216.39999909885813,-17.099995325547315
23,697.2,219.3999975376878,-18.40000115534529
23,680.0,219.80000072223095,-18.600001884584906
23,1172.5,225.69999940464442,-4.89999486584566
23,1185.5,226.09999989860836,-4.89999797217712
23,475.9,109.39999716390996,-1.4000036994223197
23,393.6,206.80000054066707,-12.500004194983655
23,346.4,112.29999744668997,15.699996893122862
23,447.4,97.2999962122287,-2.6999998255589155
23,349.8,205.29999994178547,-11.899997169153236
23,398.7,205.199994324135,-12.90000090087806
23,379.6,208.19999798628504,-13.899997281383802
23,1024.7,78.29999644037858,2.1999992619759756
23,873.2,83.80000138388205,1.200005177369058
23,816.2,84.79999807342094,0.5999954373415002
23,623.4,90.4999963590167,0.5999997047848883
23,561.7,91.69999960031718,2.1000021727203255
23,748.2,96.2000043928797,4.100002678504887
23,460.0,99.1000023179178,12.900001847160679
23,457.1,105.89999802294491,7.999997872213587
23,396.6,111.29999694827916,10.199997712912024
23,345.6,112.00000118393261,15.500002148411607
23,419.8,115.99999792894451,-3.9000045883407504
23,307.7,188.00000277734014,-9.700003832769319
23,401.4,203.3000052765311,-7.499997594225077
23,377.5,206.79999943574697,-11.899997955967873
23,357.7,206.49999780005743,-13.69999660086105
23,421.7,212.49999789375752,-15.199999924002515
23,290.7,213.0000029105908,-9.299998657261918
23,1015.9,218.20000023479022,-11.20000543785785
23,845.7,219.00000391818105,-8.699998557409021
23,692.2,222.00000075892942,-16.800000547561567
23,979.6,219.19999702849145,-12.099996652373388
23,1165.9,224.59999627463108,-5.800002438646443
