phase,x,y,z,l,b,d
27,-804.4,-793.7,-126.9,224.6,-6.4,1137.2
27,-320.8,-155.5,-66.2,205.9,-10.5,362.6
27,-326.3,-127.7,-64.3,201.4,-10.4,356.2
27,-306.6,-128.3,-69.0,202.7,-11.7,339.4
27,-198.3,379.1,-22.5,117.6,-3.0,428.4
27,-143.1,348.7,33.9,112.3,5.1,378.4
27,-308.2,-119.1,-62.7,201.1,-10.7,336.3
27,-304.6,-141.5,-73.0,204.9,-12.3,343.7
27,-309.1,-112.3,-51.3,200.0,-8.9,332.8
27,-694.1,-571.6,-221.8,219.5,-13.9,926.1
27,-824.3,-838.0,-132.2,225.5,-6.4,1182.9
27,-95.0,224.8,80.3,112.9,18.2,256.9
27,212.6,1009.8,38.3,78.1,2.1,1032.6
27,-377.6,-102.4,-37.6,195.2,-5.5,393.0
27,177.7,941.1,9.6,79.3,0.6,957.8
27,-268.8,-133.4,-98.8,206.4,-18.2,315.9
27,221.3,999.1,17.7,77.5,1.0,1023.5
27,13.3,744.2,-15.9,89.0,-1.2,744.5
27,-123.9,434.2,61.5,105.9,7.8,455.7
27,-392.2,-193.4,-83.6,206.2,-10.8,445.2
27,-74.6,126.4,78.6,120.5,28.2,166.5
27,-791.0,-774.4,-150.1,224.4,-7.7,1117.1
27,-741.0,-605.3,-227.8,219.2,-13.4,983.5
27,223.8,969.9,2.8,77.0,0.2,995.4
27,-298.9,-138.0,-23.4,204.8,-4.1,330.0
27,-103.2,440.7,10.0,103.2,1.3,452.7
27,-210.4,-117.0,-96.3,209.1,-21.8,259.3
27,325.4,1008.4,-61.7,72.1,-3.3,1061.4
27,-161.5,382.8,-35.0,112.9,-4.8,416.9
27,-168.3,356.6,-35.9,115.3,-5.2,396.0
27,171.2,977.9,43.4,80.1,2.5,993.7
27,213.6,955.9,11.3,77.4,0.7,979.5
27,190.4,938.2,20.1,78.5,1.2,957.5
27,-713.4,-538.4,-238.1,217.0,-14.9,924.9
27,-341.1,-217.1,-100.6,212.5,-14.0,416.7
27,-5.8,619.5,3.2,90.5,0.3,619.5
27,-347.1,-136.9,-66.7,201.5,-10.1,379.0
27,-314.0,-177.7,-85.7,209.5,-13.4,370.8
27,-272.5,-137.8,-76.0,206.8,-14.0,314.7
27,-680.7,-457.4,-206.7,213.9,-14.1,845.7
27,29.0,769.9,-21.1,87.8,-1.6,770.7
27,207.3,926.8,17.6,77.4,1.1,949.9
27,67.5,789.3,-9.1,85.1,-0.7,792.2
27,14.5,733.6,-17.5,88.9,-1.4,734.0
27,-128.6,328.9,134.4,111.4,20.8,377.9
27,-372.7,-83.5,-31.9,192.6,-4.8,383.3
27,-361.8,-98.4,-69.2,195.2,-10.5,381.3
27,-384.5,-113.8,-33.3,196.5,-4.7,402.4
27,-375.7,-114.0,-27.1,196.9,-3.9,393.5
27,-321.2,-142.2,-66.9,203.9,-10.8,357.6
27,-356.0,-162.2,-72.1,204.5,-10.4,397.8
27,-368.0,-173.6,-62.8,205.3,-8.8,411.7
27,-349.3,-231.2,-114.9,213.5,-15.3,434.4
27,-690.7,-469.0,-207.2,214.2,-13.9,860.2
27,-677.1,-466.1,-195.5,214.5,-13.4,844.9
27,-653.2,-482.0,-252.5,216.4,-17.3,850.1
27,-510.9,-420.2,-218.5,219.4,-18.3,696.7
27,-494.9,-412.8,-214.8,219.8,-18.4,679.3
27,-815.8,-836.1,-110.6,225.7,-5.4,1173.4
27,-818.9,-851.2,-112.0,226.1,-5.4,1186.5
27,-158.3,448.6,-13.7,109.4,-1.6,475.9
27,-343.0,-173.5,-77.2,206.8,-11.4,392.1
27,-126.5,308.6,94.3,112.3,15.8,346.6
27,-56.7,443.3,-23.3,97.3,-3.0,447.5
27,-309.4,-146.5,-64.0,205.3,-10.6,348.3
27,-351.6,-165.5,-81.6,205.2,-11.9,397.1
27,-324.8,-174.1,-83.5,208.2,-12.8,377.9
27,207.8,1002.6,38.2,78.3,2.1,1024.6
27,94.8,867.8,20.6,83.8,1.4,873.2
27,74.0,812.8,10.2,84.8,0.7,816.2
27,-5.9,623.3,3.5,90.5,0.3,623.3
27,-17.0,561.1,17.2,91.7,1.8,561.6
27,-81.2,741.8,52.6,96.2,4.0,748.1
27,-71.2,442.7,100.2,99.1,12.6,459.4
27,-124.1,435.3,61.8,105.9,7.8,456.8
27,-142.0,363.6,69.7,111.3,10.1,396.5
27,-124.9,308.7,93.2,112.0,15.6,345.8
27,-183.3,376.6,-29.0,116.0,-4.0,419.8
27,-300.4,-42.0,-43.7,188.0,-8.2,306.5
27,-365.6,-157.4,-44.4,203.3,-6.4,400.5
27,-329.8,-166.4,-70.2,206.8,-10.8,376.0
27,-311.1,-155.0,-76.6,206.5,-12.4,355.9
27,-343.2,-218.8,-103.1,212.5,-14.2,419.9
27,-240.7,-156.1,-39.2,213.0,-7.8,289.6
27,-783.0,-616.3,-205.7,218.2,-11.7,1017.5
27,-649.8,-525.9,-131.4,219.0,-8.9,846.2
27,-492.7,-443.3,-198.1,222.0,-16.6,691.7
27,-741.8,-605.8,-212.8,219.2,-12.5,981.1
27,-826.0,-814.2,-128.8,224.6,-6.3,1167.0
28,-804.4,-793.7,-129.3,224.6,-6.5,1137.4
28,-320.8,-155.5,-64.2,205.9,-10.2,362.2
28,-326.3,-127.7,-62.3,201.4,-10.1,355.9
28,-306.6,-128.3,-67.0,202.7,-11.4,339.0
28,-198.3,379.1,-22.5,117.6,-3.0,428.4
28,-143.1,348.7,33.8,112.3,5.1,378.4
28,-308.2,-119.1,-60.7,201.1,-10.4,335.9
28,-304.6,-141.5,-71.0,204.9,-11.9,343.3
28,-309.1,-112.3,-49.3,200.0,-8.5,332.5
28,-694.1,-571.6,-223.0,219.5,-13.9,926.4
28,-824.3,-838.0,-134.7,225.5,-6.5,1183.2
28,-95.0,224.8,80.8,112.9,18.3,257.1
28,212.6,1009.8,37.8,78.1,2.1,1032.6
28,-377.6,-102.4,-35.6,195.2,-5.2,392.9
28,177.7,941.1,9.7,79.3,0.6,957.8
28,-268.8,-133.4,-96.8,206.4,-17.9,315.3
28,221.3,999.1,17.2,77.5,1.0,1023.5
28,13.3,744.2,-15.8,89.0,-1.2,744.5
28,-123.9,434.2,61.0,105.9,7.7,455.6
28,-392.2,-193.4,-81.7,206.2,-10.6,444.9
28,-74.6,126.4,79.6,120.5,28.5,167.0
28,-791.0,-774.4,-152.5,224.4,-7.8,1117.4
28,-741.0,-605.3,-229.4,219.2,-13.5,983.9
28,223.8,969.9,2.5,77.0,0.1,995.4
28,-298.9,-138.0,-21.3,204.8,-3.7,329.9
28,-103.2,440.7,9.4,103.2,1.2,452.7
28,-210.4,-117.0,-94.3,209.1,-21.4,258.6
28,325.4,1008.4,-62.2,72.1,-3.4,1061.4
28,-161.5,382.8,-35.2,112.9,-4.8,417.0
28,-168.3,356.6,-36.0,115.3,-5.2,396.0
28,171.2,977.9,43.1,80.1,2.5,993.7
28,213.6,955.9,11.0,77.4,0.6,979.5
28,190.4,938.2,20.1,78.5,1.2,957.5
28,-713.4,-538.4,-239.2,217.0,-15.0,925.2
28,-341.1,-217.1,-98.7,212.5,-13.7,416.2
28,-5.8,619.5,2.5,90.5,0.2,619.5
28,-347.1,-136.9,-64.7,201.5,-9.8,378.7
28,-314.0,-177.7,-83.7,209.5,-13.1,370.4
28,-272.5,-137.8,-74.0,206.8,-13.6,314.2
28,-680.7,-457.4,-207.1,213.9,-14.2,845.8
28,29.0,769.9,-20.9,87.8,-1.6,770.7
28,207.3,926.8,17.7,77.4,1.1,949.9
28,67.5,789.3,-8.6,85.1,-0.6,792.2
28,14.5,733.6,-17.6,88.9,-1.4,734.0
28,-128.6,328.9,134.4,111.4,20.8,377.9
28,-372.7,-83.5,-29.8,192.6,-4.5,383.1
28,-361.8,-98.4,-67.1,195.2,-10.1,380.9
28,-384.5,-113.8,-31.3,196.5,-4.5,402.2
28,-375.7,-114.0,-25.1,196.9,-3.7,393.4
28,-321.2,-142.2,-64.9,203.9,-10.5,357.2
28,-356.0,-162.2,-70.1,204.5,-10.2,397.4
28,-368.0,-173.6,-60.8,205.3,-8.5,411.4
28,-349.3,-231.2,-113.0,213.5,-15.1,433.9
28,-690.7,-469.0,-207.8,214.2,-14.0,860.4
28,-677.1,-466.1,-195.9,214.5,-13.4,845.0
28,-653.2,-482.0,-253.0,216.4,-17.3,850.3
28,-510.9,-420.2,-217.9,219.4,-18.2,696.5
28,-494.9,-412.8,-214.1,219.8,-18.4,679.1
28,-815.8,-836.1,-113.1,225.7,-5.5,1173.6
28,-818.9,-851.2,-114.5,226.1,-5.5,1186.7
28,-158.3,448.6,-14.2,109.4,-1.7,475.9
28,-343.0,-173.5,-75.2,206.8,-11.1,391.7
28,-126.5,308.6,94.4,112.3,15.8,346.6
28,-56.7,443.3,-24.0,97.3,-3.1,447.6
28,-309.4,-146.5,-62.0,205.3,-10.3,347.9
28,-351.6,-165.5,-79.6,205.2,-11.6,396.7
28,-324.8,-174.1,-81.5,208.2,-12.5,377.4
28,207.8,1002.6,37.7,78.3,2.1,1024.6
28,94.8,867.8,21.3,83.8,1.4,873.2
28,74.0,812.8,10.8,84.8,0.8,816.2
28,-5.9,623.3,2.8,90.5,0.3,623.3
28,-17.0,561.1,16.3,91.7,1.7,561.6
28,-81.2,741.8,52.3,96.2,4.0,748.1
28,-71.2,442.7,99.5,99.1,12.5,459.3
28,-124.1,435.3,61.3,105.9,7.7,456.8
28,-142.0,363.6,69.6,111.3,10.1,396.5
28,-124.9,308.7,93.3,112.0,15.7,345.8
28,-183.3,376.6,-29.1,116.0,-4.0,419.8
28,-300.4,-42.0,-41.7,188.0,-7.8,306.2
28,-365.6,-157.4,-42.4,203.3,-6.1,400.3
28,-329.8,-166.4,-68.2,206.8,-10.5,375.6
28,-311.1,-155.0,-74.6,206.5,-12.1,355.5
28,-343.2,-218.8,-101.2,212.5,-14.0,419.4
28,-240.7,-156.1,-37.1,213.0,-7.4,289.3
28,-783.0,-616.3,-207.5,218.2,-11.8,1017.8
28,-649.8,-525.9,-132.2,219.0,-9.0,846.3
28,-492.7,-443.3,-197.6,222.0,-16.6,691.6
28,-741.8,-605.8,-214.4,219.2,-12.6,981.4
28,-826.0,-814.2,-131.3,224.6,-6.5,1167.2
29,-804.4,-793.7,-131.7,224.6,-6.6,1137.7
29,-320.8,-155.5,-62.1,205.9,-9.9,361.9
29,-326.3,-127.7,-60.2,201.4,-9.7,355.5
29,-306.6,-128.3,-64.9,202.7,-11.0,338.6
29,-198.3,379.1,-22.7,117.6,-3.0,428.4
29,-143.1,348.7,33.7,112.3,5.1,378.4
29,-308.2,-119.1,-58.7,201.1,-10.1,335.6
29,-304.6,-141.5,-68.9,204.9,-11.6,342.9
29,-309.1,-112.3,-47.2,200.0,-8.2,332.2
29,-694.1,-571.6,-224.1,219.5,-14.0,926.7
29,-824.3,-838.0,-137.1,225.5,-6.7,1183.4
29,-95.0,224.8,81.3,112.9,18.4,257.2
29,212.6,1009.8,37.3,78.1,2.1,1032.6
29,-377.6,-102.4,-33.6,195.2,-4.9,392.7
29,177.7,941.1,9.7,79.3,0.6,957.8
29,-268.8,-133.4,-94.8,206.4,-17.5,314.7
29,221.3,999.1,16.8,77.5,0.9,1023.5
29,13.3,744.2,-15.8,89.0,-1.2,744.5
29,-123.9,434.2,60.4,105.9,7.6,455.6
29,-392.2,-193.4,-79.7,206.2,-10.3,444.5
29,-74.6,126.4,80.6,120.5,28.8,167.4
29,-791.0,-774.4,-154.8,224.4,-8.0,1117.7
29,-741.0,-605.3,-230.9,219.2,-13.6,984.3
29,223.8,969.9,2.2,77.0,0.1,995.4
29,-298.9,-138.0,-19.3,204.8,-3.4,329.8
29,-103.2,440.7,8.8,103.2,1.1,452.7
29,-210.4,-117.0,-92.2,209.1,-21.0,257.8
29,325.4,1008.4,-62.6,72.1,-3.4,1061.4
29,-161.5,382.8,-35.4,112.9,-4.9,417.0
29,-168.3,356.6,-36.0,115.3,-5.2,396.0
29,171.2,977.9,42.9,80.1,2.5,993.7
29,213.6,955.9,10.8,77.4,0.6,979.5
29,190.4,938.2,20.1,78.5,1.2,957.5
29,-713.4,-538.4,-240.2,217.0,-15.0,925.5
29,-341.1,-217.1,-96.8,212.5,-13.5,415.8
29,-5.8,619.5,1.7,90.5,0.2,619.5
29,-347.1,-136.9,-62.7,201.5,-9.5,378.4
29,-314.0,-177.7,-81.7,209.5,-12.8,369.9
29,-272.5,-137.8,-71.9,206.8,-13.2,313.7
29,-680.7,-457.4,-207.5,213.9,-14.2,845.9
29,29.0,769.9,-20.7,87.8,-1.5,770.7
29,207.3,926.8,17.7,77.4,1.1,949.9
29,67.5,789.3,-8.2,85.1,-0.6,792.2
29,14.5,733.6,-17.6,88.9,-1.4,734.0
29,-128.6,328.9,134.4,111.4,20.8,377.9
29,-372.7,-83.5,-27.8,192.6,-4.2,382.9
29,-361.8,-98.4,-65.1,195.2,-9.8,380.6
29,-384.5,-113.8,-29.3,196.5,-4.2,402.1
29,-375.7,-114.0,-23.1,196.9,-3.4,393.3
29,-321.2,-142.2,-62.9,203.9,-10.2,356.9
29,-356.0,-162.2,-68.1,204.5,-9.9,397.1
29,-368.0,-173.6,-58.8,205.3,-8.2,411.1
29,-349.3,-231.2,-111.1,213.5,-14.9,433.4
29,-690.7,-469.0,-208.2,214.2,-14.0,860.5
29,-677.1,-466.1,-196.3,214.5,-13.4,845.1
29,-653.2,-482.0,-253.4,216.4,-17.3,850.4
29,-510.9,-420.2,-217.3,219.4,-18.2,696.3
29,-494.9,-412.8,-213.4,219.8,-18.3,678.9
29,-815.8,-836.1,-115.5,225.7,-5.6,1173.9
29,-818.9,-851.2,-117.0,226.1,-5.7,1186.9
29,-158.3,448.6,-14.8,109.4,-1.8,475.9
29,-343.0,-173.5,-73.2,206.8,-10.8,391.3
29,-126.5,308.6,94.5,112.3,15.8,346.7
29,-56.7,443.3,-24.7,97.3,-3.2,447.6
29,-309.4,-146.5,-59.9,205.3,-9.9,347.5
29,-351.6,-165.5,-77.6,205.2,-11.3,396.3
29,-324.8,-174.1,-79.5,208.2,-12.2,377.0
29,207.8,1002.6,37.3,78.3,2.1,1024.6
29,94.8,867.8,21.9,83.8,1.4,873.2
29,74.0,812.8,11.3,84.8,0.8,816.2
29,-5.9,623.3,2.1,90.5,0.2,623.3
29,-17.0,561.1,15.5,91.7,1.6,561.6
29,-81.2,741.8,52.1,96.2,4.0,748.0
29,-71.2,442.7,98.8,99.1,12.4,459.1
29,-124.1,435.3,60.7,105.9,7.6,456.7
29,-142.0,363.6,69.4,111.3,10.1,396.5
29,-124.9,308.7,93.4,112.0,15.7,345.9
29,-183.3,376.6,-29.3,116.0,-4.0,419.9
29,-300.4,-42.0,-39.7,188.0,-7.5,305.9
29,-365.6,-157.4,-40.4,203.3,-5.8,400.1
29,-329.8,-166.4,-66.2,206.8,-10.2,375.3
29,-311.1,-155.0,-72.6,206.5,-11.8,355.1
29,-343.2,-218.8,-99.2,212.5,-13.7,418.9
29,-240.7,-156.1,-35.1,213.0,-7.0,289.0
29,-783.0,-616.3,-209.2,218.2,-11.9,1018.2
29,-649.8,-525.9,-132.8,219.0,-9.0,846.4
29,-492.7,-443.3,-197.0,222.0,-16.6,691.4
29,-741.8,-605.8,-215.9,219.2,-12.7,981.8
29,-826.0,-814.2,-133.7,224.6,-6.6,1167.5
30,-804.4,-793.7,-134.0,224.6,-6.8,1138.0
30,-320.8,-155.5,-60.1,205.9,-9.6,361.5
30,-326.3,-127.7,-58.2,201.4,-9.4,355.2
30,-306.6,-128.3,-62.8,202.7,-10.7,338.2
30,-198.3,379.1,-22.8,117.6,-3.1,428.4
30,-143.1,348.7,33.7,112.3,5.1,378.4
30,-308.2,-119.1,-56.6,201.1,-9.7,335.2
30,-304.6,-141.5,-66.9,204.9,-11.3,342.5
30,-309.1,-112.3,-45.2,200.0,-7.8,332.0
30,-694.1,-571.6,-225.2,219.5,-14.1,926.9
30,-824.3,-838.0,-139.6,225.5,-6.8,1183.7
30,-95.0,224.8,81.8,112.9,18.5,257.4
30,212.6,1009.8,36.8,78.1,2.0,1032.6
30,-377.6,-102.4,-31.5,195.2,-4.6,392.5
30,177.7,941.1,9.7,79.3,0.6,957.8
30,-268.8,-133.4,-92.7,206.4,-17.2,314.1
30,221.3,999.1,16.3,77.5,0.9,1023.4
30,13.3,744.2,-15.7,89.0,-1.2,744.5
30,-123.9,434.2,59.9,105.9,7.6,455.5
30,-392.2,-193.4,-77.8,206.2,-10.1,444.2
30,-74.6,126.4,81.6,120.5,29.1,167.9
30,-791.0,-774.4,-157.0,224.4,-8.1,1118.0
30,-741.0,-605.3,-232.4,219.2,-13.7,984.6
30,223.8,969.9,1.8,77.0,0.1,995.4
30,-298.9,-138.0,-17.2,204.8,-3.0,329.7
30,-103.2,440.7,8.2,103.2,1.0,452.7
30,-210.4,-117.0,-90.2,209.1,-20.5,257.1
30,325.4,1008.4,-63.0,72.1,-3.4,1061.5
30,-161.5,382.8,-35.6,112.9,-4.9,417.0
30,-168.3,356.6,-36.1,115.3,-5.2,396.0
30,171.2,977.9,42.6,80.1,2.5,993.7
30,213.6,955.9,10.6,77.4,0.6,979.5
30,190.4,938.2,20.0,78.5,1.2,957.5
30,-713.4,-538.4,-241.1,217.0,-15.1,925.7
30,-341.1,-217.1,-94.8,212.5,-13.2,415.3
30,-5.8,619.5,1.0,90.5,0.1,619.5
30,-347.1,-136.9,-60.6,201.5,-9.2,378.0
30,-314.0,-177.7,-79.7,209.5,-12.5,369.5
30,-272.5,-137.8,-69.9,206.8,-12.9,313.3
30,-680.7,-457.4,-207.8,213.9,-14.2,846.0
30,29.0,769.9,-20.4,87.8,-1.5,770.7
30,207.3,926.8,17.7,77.4,1.1,949.9
30,67.5,789.3,-7.8,85.1,-0.6,792.2
30,14.5,733.6,-17.6,88.9,-1.4,734.0
30,-128.6,328.9,134.3,111.4,20.8,377.8
30,-372.7,-83.5,-25.7,192.6,-3.8,382.8
30,-361.8,-98.4,-63.0,195.2,-9.5,380.2
30,-384.5,-113.8,-27.2,196.5,-3.9,401.9
30,-375.7,-114.0,-21.0,196.9,-3.1,393.2
30,-321.2,-142.2,-60.8,203.9,-9.8,356.5
30,-356.0,-162.2,-66.1,204.5,-9.6,396.8
30,-368.0,-173.6,-56.8,205.3,-7.9,410.8
30,-349.3,-231.2,-109.2,213.5,-14.6,432.9
30,-690.7,-469.0,-208.6,214.2,-14.0,860.5
30,-677.1,-466.1,-196.6,214.5,-13.5,845.2
30,-653.2,-482.0,-253.7,216.4,-17.4,850.5
30,-510.9,-420.2,-216.6,219.4,-18.1,696.1
30,-494.9,-412.8,-212.6,219.8,-18.3,678.6
30,-815.8,-836.1,-117.9,225.7,-5.8,1174.1
30,-818.9,-851.2,-119.4,226.1,-5.8,1187.2
30,-158.3,448.6,-15.3,109.4,-1.8,476.0
30,-343.0,-173.5,-71.2,206.8,-10.5,390.9
30,-126.5,308.6,94.6,112.3,15.8,346.7
30,-56.7,443.3,-25.4,97.3,-3.3,447.6
30,-309.4,-146.5,-57.9,205.3,-9.6,347.2
30,-351.6,-165.5,-75.6,205.2,-11.0,395.9
30,-324.8,-174.1,-77.5,208.2,-11.9,376.6
30,207.8,1002.6,36.8,78.3,2.1,1024.6
30,94.8,867.8,22.5,83.8,1.5,873.3
30,74.0,812.8,11.9,84.8,0.8,816.2
30,-5.9,623.3,1.4,90.5,0.1,623.3
30,-17.0,561.1,14.6,91.7,1.5,561.5
30,-81.2,741.8,51.9,96.2,4.0,748.0
30,-71.2,442.7,98.1,99.1,12.3,459.0
30,-124.1,435.3,60.2,105.9,7.6,456.6
30,-142.0,363.6,69.2,111.3,10.1,396.4
30,-124.9,308.7,93.5,112.0,15.7,345.9
30,-183.3,376.6,-29.4,116.0,-4.0,419.9
30,-300.4,-42.0,-37.7,188.0,-7.1,305.7
30,-365.6,-157.4,-38.4,203.3,-5.5,399.9
30,-329.8,-166.4,-64.1,206.8,-9.8,374.9
30,-311.1,-155.0,-70.5,206.5,-11.5,354.7
30,-343.2,-218.8,-97.3,212.5,-13.4,418.5
30,-240.7,-156.1,-33.0,213.0,-6.6,288.8
30,-783.0,-616.3,-210.9,218.2,-12.0,1018.5
30,-649.8,-525.9,-133.4,219.0,-9.1,846.5
30,-492.7,-443.3,-196.4,222.0,-16.5,691.3
30,-741.8,-605.8,-217.4,219.2,-12.8,982.1
30,-826.0,-814.2,-136.1,224.6,-6.7,1167.8
31,-804.4,-793.7,-136.3,224.6,-6.9,1138.2
31,-320.8,-155.5,-58.0,205.9,-9.2,361.2
31,-326.3,-127.7,-56.1,201.4,-9.1,354.9
31,-306.6,-128.3,-60.8,202.7,-10.4,337.9
31,-198.3,379.1,-22.9,117.6,-3.1,428.4
31,-143.1,348.7,33.5,112.3,5.1,378.4
31,-308.2,-119.1,-54.5,201.1,-9.4,334.9
31,-304.6,-141.5,-64.8,204.9,-10.9,342.1
31,-309.1,-112.3,-43.1,200.0,-7.5,331.7
31,-694.1,-571.6,-226.2,219.5,-14.1,927.2
31,-824.3,-838.0,-141.9,225.5,-6.9,1184.0
31,-95.0,224.8,82.3,112.9,18.6,257.6
31,212.6,1009.8,36.2,78.1,2.0,1032.6
31,-377.6,-102.4,-29.4,195.2,-4.3,392.3
31,177.7,941.1,9.7,79.3,0.6,957.8
31,-268.8,-133.4,-90.6,206.4,-16.8,313.5
31,221.3,999.1,15.8,77.5,0.9,1023.4
31,13.3,744.2,-15.7,89.0,-1.2,744.5
31,-123.9,434.2,59.3,105.9,7.5,455.4
31,-392.2,-193.4,-75.8,206.2,-9.8,443.8
31,-74.6,126.4,82.6,120.5,29.4,168.4
31,-791.0,-774.4,-159.2,224.4,-8.2,1118.4
31,-741.0,-605.3,-233.8,219.2,-13.7,985.0
31,223.8,969.9,1.4,77.0,0.1,995.4
31,-298.9,-138.0,-15.1,204.8,-2.6,329.6
31,-103.2,440.7,7.5,103.2,0.9,452.7
31,-210.4,-117.0,-88.1,209.1,-20.1,256.4
31,325.4,1008.4,-63.5,72.1,-3.4,1061.5
31,-161.5,382.8,-35.9,112.9,-4.9,417.0
31,-168.3,356.6,-36.2,115.3,-5.2,396.0
31,171.2,977.9,42.3,80.1,2.4,993.7
31,213.6,955.9,10.4,77.4,0.6,979.5
31,190.4,938.2,20.0,78.5,1.2,957.5
31,-713.4,-538.4,-242.0,217.0,-15.2,925.9
31,-341.1,-217.1,-92.9,212.5,-12.9,414.9
31,-5.8,619.5,0.4,90.5,0.0,619.5
31,-347.1,-136.9,-58.5,201.5,-8.9,377.7
31,-314.0,-177.7,-77.6,209.5,-12.1,369.0
31,-272.5,-137.8,-67.8,206.8,-12.5,312.8
31,-680.7,-457.4,-208.0,213.9,-14.2,846.1
31,29.0,769.9,-20.2,87.8,-1.5,770.7
31,207.3,926.8,17.8,77.4,1.1,949.9
31,67.5,789.3,-7.3,85.1,-0.5,792.2
31,14.5,733.6,-17.6,88.9,-1.4,734.0
31,-128.6,328.9,134.3,111.4,20.8,377.8
31,-372.7,-83.5,-23.6,192.6,-3.5,382.7
31,-361.8,-98.4,-60.9,195.2,-9.2,379.9
31,-384.5,-113.8,-25.2,196.5,-3.6,401.8
31,-375.7,-114.0,-18.9,196.9,-2.8,393.1
31,-321.2,-142.2,-58.7,203.9,-9.5,356.1
31,-356.0,-162.2,-64.0,204.5,-9.3,396.4
31,-368.0,-173.6,-54.8,205.3,-7.7,410.6
31,-349.3,-231.2,-107.2,213.5,-14.4,432.4
31,-690.7,-469.0,-209.0,214.2,-14.1,860.6
31,-677.1,-466.1,-196.9,214.5,-13.5,845.3
31,-653.2,-482.0,-253.9,216.4,-17.4,850.6
31,-510.9,-420.2,-215.9,219.4,-18.1,695.8
31,-494.9,-412.8,-211.7,219.8,-18.2,678.3
31,-815.8,-836.1,-120.3,225.7,-5.9,1174.3
31,-818.9,-851.2,-121.8,226.1,-5.9,1187.4
31,-158.3,448.6,-15.9,109.4,-1.9,476.0
31,-343.0,-173.5,-69.2,206.8,-10.2,390.6
31,-126.5,308.6,94.7,112.3,15.9,346.7
31,-56.7,443.3,-26.2,97.3,-3.4,447.7
31,-309.4,-146.5,-55.8,205.3,-9.3,346.8
31,-351.6,-165.5,-73.5,205.2,-10.7,395.5
31,-324.8,-174.1,-75.4,208.2,-11.6,376.2
31,207.8,1002.6,36.3,78.3,2.0,1024.6
31,94.8,867.8,23.1,83.8,1.5,873.3
31,74.0,812.8,12.4,84.8,0.9,816.3
31,-5.9,623.3,0.7,90.5,0.1,623.3
31,-17.0,561.1,13.7,91.7,1.4,561.5
31,-81.2,741.8,51.7,96.2,4.0,748.0
31,-71.2,442.7,97.4,99.1,12.3,458.8
31,-124.1,435.3,59.6,105.9,7.5,456.6
31,-142.0,363.6,69.0,111.3,10.0,396.4
31,-124.9,308.7,93.5,112.0,15.7,345.9
31,-183.3,376.6,-29.6,116.0,-4.0,419.9
31,-300.4,-42.0,-35.7,188.0,-6.7,305.4
31,-365.6,-157.4,-36.4,203.3,-5.2,399.7
31,-329.8,-166.4,-62.1,206.8,-9.5,374.6
31,-311.1,-155.0,-68.4,206.5,-11.1,354.2
31,-343.2,-218.8,-95.3,212.5,-13.2,418.0
31,-240.7,-156.1,-31.0,213.0,-6.2,288.6
31,-783.0,-616.3,-212.5,218.2,-12.0,1018.9
31,-649.8,-525.9,-133.9,219.0,-9.1,846.6
31,-492.7,-443.3,-195.7,222.0,-16.5,691.1
31,-741.8,-605.8,-218.8,219.2,-12.9,982.4
31,-826.0,-814.2,-138.4,224.6,-6.8,1168.1
32,-804.4,-793.7,-138.5,224.6,-7.0,1138.5
32,-320.8,-155.5,-55.9,205.9,-8.9,360.9
32,-326.3,-127.7,-54.0,201.4,-8.8,354.5
32,-306.6,-128.3,-58.7,202.7,-10.0,337.5
32,-198.3,379.1,-23.1,117.6,-3.1,428.5
32,-143.1,348.7,33.4,112.3,5.1,378.4
32,-308.2,-119.1,-52.4,201.1,-9.0,334.5
32,-304.6,-141.5,-62.7,204.9,-10.6,341.7
32,-309.1,-112.3,-41.0,200.0,-7.1,331.4
32,-694.1,-571.6,-227.1,219.5,-14.2,927.4
32,-824.3,-838.0,-144.2,225.5,-7.0,1184.3
32,-95.0,224.8,82.7,112.9,18.7,257.7
32,212.6,1009.8,35.7,78.1,2.0,1032.6
32,-377.6,-102.4,-27.3,195.2,-4.0,392.2
32,177.7,941.1,9.7,79.3,0.6,957.8
32,-268.8,-133.4,-88.5,206.4,-16.4,312.9
32,221.3,999.1,15.3,77.5,0.9,1023.4
32,13.3,744.2,-15.6,89.0,-1.2,744.5
32,-123.9,434.2,58.7,105.9,7.4,455.3
32,-392.2,-193.4,-73.8,206.2,-9.6,443.5
32,-74.6,126.4,83.6,120.5,29.7,168.9
32,-791.0,-774.4,-161.3,224.4,-8.3,1118.7
32,-741.0,-605.3,-235.1,219.2,-13.8,985.3
32,223.8,969.9,1.1,77.0,0.1,995.4
32,-298.9,-138.0,-13.0,204.8,-2.3,329.5
32,-103.2,440.7,6.9,103.2,0.9,452.7
32,-210.4,-117.0,-86.1,209.1,-19.7,255.7
32,325.4,1008.4,-63.9,72.1,-3.5,1061.5
32,-161.5,382.8,-36.1,112.9,-5.0,417.0
32,-168.3,356.6,-36.3,115.3,-5.3,396.0
32,171.2,977.9,42.1,80.1,2.4,993.7
32,213.6,955.9,10.1,77.4,0.6,979.5
32,190.4,938.2,20.0,78.5,1.2,957.5
32,-713.4,-538.4,-242.9,217.0,-15.2,926.2
32,-341.1,-217.1,-90.9,212.5,-12.7,414.4
32,-5.8,619.5,-0.3,90.5,-0.0,619.5
32,-347.1,-136.9,-56.5,201.5,-8.6,377.4
