phase,x,y,z,l,b,d
248,-824.3,-838.0,195.2,225.5,9.4,1191.6
248,-95.0,224.8,-60.0,112.9,-13.8,251.3
248,212.6,1009.8,40.6,78.1,2.3,1032.7
248,-377.6,-102.4,-4.7,195.2,-0.7,391.3
248,177.7,941.1,-47.7,79.3,-2.9,958.9
248,-268.8,-133.4,-85.9,206.4,-16.0,312.1
248,221.3,999.1,12.3,77.5,0.7,1023.4
248,13.3,744.2,54.8,89.0,4.2,746.3
248,-123.9,434.2,-9.7,105.9,-1.2,451.6
248,-392.2,-193.4,20.9,206.2,2.7,437.8
248,-74.6,126.4,-62.3,120.5,-23.0,159.4
248,-791.0,-774.4,210.9,224.4,10.8,1126.9
248,-741.0,-605.3,180.2,219.2,10.7,973.6
248,223.8,969.9,-26.6,77.0,-1.5,995.7
248,-298.9,-138.0,3.8,204.8,0.7,329.2
248,-103.2,440.7,-51.8,103.2,-6.5,455.6
248,-210.4,-117.0,-114.8,209.1,-25.5,266.7
248,325.4,1008.4,-22.3,72.1,-1.2,1059.8
248,-161.5,382.8,-140.9,112.9,-18.7,438.7
248,-168.3,356.6,-152.7,115.3,-21.2,422.9
248,171.2,977.9,3.8,80.1,0.2,992.8
248,213.6,955.9,-31.9,77.4,-1.9,980.0
248,190.4,938.2,-36.4,78.5,-2.2,958.0
248,-713.4,-538.4,169.1,217.0,10.7,909.6
248,-341.1,-217.1,0.8,212.5,0.1,404.3
248,-5.8,619.5,68.8,90.5,6.3,623.3
248,-347.1,-136.9,-22.1,201.5,-3.4,373.8
248,-314.0,-177.7,-24.8,209.5,-3.9,361.6
248,-272.5,-137.8,-58.8,206.8,-10.9,311.0
248,-680.7,-457.4,178.9,213.9,12.3,839.4
248,29.0,769.9,36.7,87.8,2.7,771.3
248,207.3,926.8,-40.5,77.4,-2.4,950.6
248,67.5,789.3,27.6,85.1,2.0,792.7
248,14.5,733.6,56.3,88.9,4.4,735.9
248,-128.6,328.9,14.4,111.4,2.3,353.4
248,-372.7,-83.5,-14.7,192.6,-2.2,382.2
248,-361.8,-98.4,-44.8,195.2,-6.8,377.6
248,-384.5,-113.8,9.8,196.5,1.4,401.1
248,-375.7,-114.0,13.1,196.9,1.9,392.8
248,-321.2,-142.2,-28.1,203.9,-4.6,352.4
248,-356.0,-162.2,-5.3,204.5,-0.8,391.2
248,-368.0,-173.6,17.5,205.3,2.5,407.3
248,-349.3,-231.2,0.2,213.5,0.0,418.9
248,-690.7,-469.0,183.7,214.2,12.4,854.9
248,-677.1,-466.1,191.8,214.5,13.1,844.1
248,-653.2,-482.0,134.2,216.4,9.4,822.8
248,-510.9,-420.2,96.7,219.4,8.3,668.5
248,-494.9,-412.8,90.3,219.8,8.0,650.8
248,-815.8,-836.1,220.7,225.7,10.7,1188.8
248,-818.9,-851.2,212.8,226.1,10.2,1200.2
248,-158.3,448.6,-84.9,109.4,-10.1,483.2
248,-343.0,-173.5,-7.4,206.8,-1.1,384.5
248,-126.5,308.6,-32.2,112.3,-5.5,335.1
248,-56.7,443.3,-71.1,97.3,-9.0,452.5
248,-309.4,-146.5,-26.7,205.3,-4.5,343.4
248,-351.6,-165.5,-14.8,205.2,-2.2,388.9
248,-324.8,-174.1,-21.2,208.2,-3.3,369.1
248,207.8,1002.6,32.8,78.3,1.8,1024.4
248,94.8,867.8,-8.7,83.8,-0.6,873.0
248,74.0,812.8,26.9,84.8,1.9,816.6
248,-5.9,623.3,70.1,90.5,6.4,627.3
248,-17.0,561.1,52.7,91.7,5.4,563.8
248,-81.2,741.8,132.5,96.2,10.1,757.9
248,-71.2,442.7,48.1,99.1,6.1,451.0
248,-124.1,435.3,-9.4,105.9,-1.2,452.7
248,-142.0,363.6,-40.0,111.3,-5.9,392.4
248,-124.9,308.7,-32.6,112.0,-5.6,334.6
248,-183.3,376.6,-141.5,116.0,-18.7,442.1
248,-300.4,-42.0,-79.1,188.0,-14.6,313.5
248,-365.6,-157.4,22.4,203.3,3.2,398.7
248,-329.8,-166.4,-10.8,206.8,-1.7,369.6
248,-311.1,-155.0,-33.4,206.5,-5.5,349.2
248,-343.2,-218.8,-0.1,212.5,-0.0,407.0
248,-240.7,-156.1,-22.0,213.0,-4.4,287.7
248,-783.0,-616.3,197.2,218.2,11.2,1015.8
248,-649.8,-525.9,266.1,219.0,17.7,877.3
248,-492.7,-443.3,123.5,222.0,10.6,674.2
248,-741.8,-605.8,195.1,219.2,11.5,977.4
248,-826.0,-814.2,206.4,224.6,10.1,1178.0
249,-804.4,-793.7,223.5,224.6,11.2,1151.9
249,-320.8,-155.5,-20.9,205.9,-3.4,357.1
249,-326.3,-127.7,-36.4,201.4,-5.9,352.3
249,-306.6,-128.3,-48.3,202.7,-8.3,335.9
249,-198.3,379.1,-135.0,117.6,-17.5,448.6
249,-143.1,348.7,-81.3,112.3,-12.2,385.6
249,-308.2,-119.1,-47.7,201.1,-8.2,333.8
249,-304.6,-141.5,-43.7,204.9,-7.4,338.7
249,-309.1,-112.3,-40.5,200.0,-7.0,331.4
249,-694.1,-571.6,185.3,219.5,11.6,918.1
249,-824.3,-838.0,195.6,225.5,9.4,1191.6
249,-95.0,224.8,-59.6,112.9,-13.7,251.2
249,212.6,1009.8,41.1,78.1,2.3,1032.8
249,-377.6,-102.4,-6.9,195.2,-1.0,391.3
249,177.7,941.1,-47.3,79.3,-2.8,958.9
249,-268.8,-133.4,-88.0,206.4,-16.3,312.7
249,221.3,999.1,12.8,77.5,0.7,1023.4
249,13.3,744.2,54.4,89.0,4.2,746.3
249,-123.9,434.2,-8.7,105.9,-1.1,451.6
249,-392.2,-193.4,18.3,206.2,2.4,437.7
249,-74.6,126.4,-62.4,120.5,-23.0,159.5
249,-791.0,-774.4,210.9,224.4,10.8,1126.9
249,-741.0,-605.3,179.1,219.2,10.6,973.4
249,223.8,969.9,-26.1,77.0,-1.5,995.7
249,-298.9,-138.0,1.6,204.8,0.3,329.2
249,-103.2,440.7,-50.8,103.2,-6.4,455.5
249,-210.4,-117.0,-116.7,209.1,-25.9,267.5
249,325.4,1008.4,-22.1,72.1,-1.2,1059.8
249,-161.5,382.8,-140.0,112.9,-18.6,438.4
249,-168.3,356.6,-151.9,115.3,-21.1,422.6
249,171.2,977.9,4.3,80.1,0.2,992.8
249,213.6,955.9,-31.5,77.4,-1.8,980.0
249,190.4,938.2,-36.0,78.5,-2.2,958.0
249,-713.4,-538.4,167.5,217.0,10.6,909.3
249,-341.1,-217.1,-1.8,212.5,-0.3,404.3
249,-5.8,619.5,69.1,90.5,6.4,623.4
249,-347.1,-136.9,-24.4,201.5,-3.7,373.9
249,-314.0,-177.7,-27.2,209.5,-4.3,361.8
249,-272.5,-137.8,-60.9,206.8,-11.3,311.4
249,-680.7,-457.4,176.8,213.9,12.2,838.9
249,29.0,769.9,36.1,87.8,2.7,771.3
249,207.3,926.8,-40.1,77.4,-2.4,950.5
249,67.5,789.3,27.0,85.1,2.0,792.6
249,14.5,733.6,55.9,88.9,4.4,735.9
249,-128.6,328.9,15.1,111.4,2.4,353.5
249,-372.7,-83.5,-16.8,192.6,-2.5,382.3
249,-361.8,-98.4,-47.0,195.2,-7.1,377.9
249,-384.5,-113.8,7.5,196.5,1.1,401.1
249,-375.7,-114.0,10.9,196.9,1.6,392.8
249,-321.2,-142.2,-30.4,203.9,-4.9,352.6
249,-356.0,-162.2,-7.7,204.5,-1.1,391.3
249,-368.0,-173.6,15.1,205.3,2.1,407.2
249,-349.3,-231.2,-2.4,213.5,-0.3,418.9
249,-690.7,-469.0,181.7,214.2,12.3,854.4
249,-677.1,-466.1,189.7,214.5,13.0,843.6
249,-653.2,-482.0,132.1,216.4,9.2,822.5
249,-510.9,-420.2,94.0,219.4,8.1,668.1
249,-494.9,-412.8,87.7,219.8,7.7,650.4
249,-815.8,-836.1,221.1,225.7,10.7,1188.9
249,-818.9,-851.2,213.2,226.1,10.2,1200.2
249,-158.3,448.6,-83.9,109.4,-10.0,483.1
249,-343.0,-173.5,-9.8,206.8,-1.5,384.5
249,-126.5,308.6,-31.5,112.3,-5.4,335.0
249,-56.7,443.3,-70.1,97.3,-8.9,452.4
249,-309.4,-146.5,-28.9,205.3,-4.8,343.5
249,-351.6,-165.5,-17.2,205.2,-2.5,389.0
249,-324.8,-174.1,-23.5,208.2,-3.6,369.3
249,207.8,1002.6,33.3,78.3,1.9,1024.4
249,94.8,867.8,-9.1,83.8,-0.6,873.0
249,74.0,812.8,26.3,84.8,1.8,816.6
249,-5.9,623.3,70.3,90.5,6.4,627.3
249,-17.0,561.1,53.4,91.7,5.4,563.9
249,-81.2,741.8,132.2,96.2,10.0,757.9
249,-71.2,442.7,49.1,99.1,6.2,451.1
249,-124.1,435.3,-8.4,105.9,-1.1,452.7
249,-142.0,363.6,-39.2,111.3,-5.7,392.3
249,-124.9,308.7,-31.9,112.0,-5.5,334.5
249,-183.3,376.6,-140.7,116.0,-18.6,441.8
249,-300.4,-42.0,-80.9,188.0,-14.9,313.9
249,-365.6,-157.4,20.0,203.3,2.9,398.5
249,-329.8,-166.4,-13.2,206.8,-2.0,369.6
249,-311.1,-155.0,-35.7,206.5,-5.9,349.4
249,-343.2,-218.8,-2.7,212.5,-0.4,407.0
249,-240.7,-156.1,-24.1,213.0,-4.8,287.9
249,-783.0,-616.3,196.4,218.2,11.2,1015.6
249,-649.8,-525.9,264.3,219.0,17.5,876.7
249,-492.7,-443.3,120.9,222.0,10.3,673.7
249,-741.8,-605.8,194.0,219.2,11.5,977.2
249,-826.0,-814.2,206.7,224.6,10.1,1178.1
250,-804.4,-793.7,223.5,224.6,11.2,1151.9
250,-320.8,-155.5,-23.2,205.9,-3.7,357.3
250,-326.3,-127.7,-38.6,201.4,-6.3,352.5
250,-306.6,-128.3,-50.4,202.7,-8.6,336.2
250,-198.3,379.1,-134.1,117.6,-17.4,448.4
250,-143.1,348.7,-80.4,112.3,-12.0,385.4
250,-308.2,-119.1,-49.8,201.1,-8.6,334.1
250,-304.6,-141.5,-45.9,204.9,-7.8,339.0
250,-309.1,-112.3,-42.6,200.0,-7.4,331.6
250,-694.1,-571.6,183.7,219.5,11.5,917.7
250,-824.3,-838.0,195.9,225.5,9.5,1191.7
250,-95.0,224.8,-59.2,112.9,-13.6,251.1
250,212.6,1009.8,41.5,78.1,2.3,1032.8
250,-377.6,-102.4,-9.1,195.2,-1.3,391.3
250,177.7,941.1,-47.0,79.3,-2.8,958.9
250,-268.8,-133.4,-90.1,206.4,-16.7,313.3
250,221.3,999.1,13.3,77.5,0.7,1023.4
250,13.3,744.2,53.9,89.0,4.1,746.3
250,-123.9,434.2,-7.7,105.9,-1.0,451.6
250,-392.2,-193.4,15.8,206.2,2.1,437.6
250,-74.6,126.4,-62.5,120.5,-23.1,159.5
250,-791.0,-774.4,210.8,224.4,10.8,1126.9
250,-741.0,-605.3,177.9,219.2,10.5,973.2
250,223.8,969.9,-25.6,77.0,-1.5,995.7
250,-298.9,-138.0,-0.5,204.8,-0.1,329.2
250,-103.2,440.7,-49.8,103.2,-6.3,455.4
250,-210.4,-117.0,-118.6,209.1,-26.2,268.4
250,325.4,1008.4,-21.9,72.1,-1.2,1059.8
250,-161.5,382.8,-139.1,112.9,-18.5,438.1
250,-168.3,356.6,-151.1,115.3,-21.0,422.3
250,171.2,977.9,4.8,80.1,0.3,992.8
250,213.6,955.9,-31.0,77.4,-1.8,980.0
250,190.4,938.2,-35.7,78.5,-2.1,958.0
250,-713.4,-538.4,165.9,217.0,10.5,909.0
250,-341.1,-217.1,-4.3,212.5,-0.6,404.4
250,-5.8,619.5,69.4,90.5,6.4,623.4
250,-347.1,-136.9,-26.7,201.5,-4.1,374.1
250,-314.0,-177.7,-29.6,209.5,-4.7,362.0
250,-272.5,-137.8,-63.1,206.8,-11.7,311.8
250,-680.7,-457.4,174.7,213.9,12.0,838.5
250,29.0,769.9,35.4,87.8,2.6,771.3
250,207.3,926.8,-39.8,77.4,-2.4,950.5
250,67.5,789.3,26.3,85.1,1.9,792.6
250,14.5,733.6,55.4,88.9,4.3,735.8
250,-128.6,328.9,15.9,111.4,2.6,353.5
250,-372.7,-83.5,-18.9,192.6,-2.8,382.4
250,-361.8,-98.4,-49.2,195.2,-7.5,378.2
250,-384.5,-113.8,5.3,196.5,0.8,401.0
250,-375.7,-114.0,8.6,196.9,1.3,392.7
250,-321.2,-142.2,-32.6,203.9,-5.3,352.8
250,-356.0,-162.2,-10.1,204.5,-1.5,391.3
250,-368.0,-173.6,12.6,205.3,1.8,407.1
250,-349.3,-231.2,-5.0,213.5,-0.7,418.9
250,-690.7,-469.0,179.6,214.2,12.1,854.0
250,-677.1,-466.1,187.6,214.5,12.9,843.2
250,-653.2,-482.0,130.0,216.4,9.1,822.1
250,-510.9,-420.2,91.4,219.4,7.9,667.8
250,-494.9,-412.8,85.0,219.8,7.5,650.0
250,-815.8,-836.1,221.3,225.7,10.7,1188.9
250,-818.9,-851.2,213.5,226.1,10.2,1200.3
250,-158.3,448.6,-82.9,109.4,-9.9,482.9
250,-343.0,-173.5,-12.2,206.8,-1.8,384.6
250,-126.5,308.6,-30.8,112.3,-5.3,334.9
250,-56.7,443.3,-69.1,97.3,-8.8,452.2
250,-309.4,-146.5,-31.2,205.3,-5.2,343.7
250,-351.6,-165.5,-19.6,205.2,-2.9,389.1
250,-324.8,-174.1,-25.9,208.2,-4.0,369.4
250,207.8,1002.6,33.8,78.3,1.9,1024.5
250,94.8,867.8,-9.5,83.8,-0.6,873.0
250,74.0,812.8,25.6,84.8,1.8,816.6
250,-5.9,623.3,70.6,90.5,6.5,627.3
250,-17.0,561.1,54.0,91.7,5.5,563.9
250,-81.2,741.8,131.9,96.2,10.0,757.8
250,-71.2,442.7,50.1,99.1,6.4,451.2
250,-124.1,435.3,-7.4,105.9,-0.9,452.7
250,-142.0,363.6,-38.3,111.3,-5.6,392.2
250,-124.9,308.7,-31.2,112.0,-5.4,334.5
250,-183.3,376.6,-139.8,116.0,-18.5,441.6
250,-300.4,-42.0,-82.6,188.0,-15.2,314.4
250,-365.6,-157.4,17.6,203.3,2.5,398.4
250,-329.8,-166.4,-15.5,206.8,-2.4,369.7
250,-311.1,-155.0,-38.0,206.5,-6.2,349.6
250,-343.2,-218.8,-5.2,212.5,-0.7,407.0
250,-240.7,-156.1,-26.2,213.0,-5.2,288.1
250,-783.0,-616.3,195.5,218.2,11.1,1015.4
250,-649.8,-525.9,262.3,219.0,17.4,876.1
250,-492.7,-443.3,118.3,222.0,10.1,673.2
250,-741.8,-605.8,192.8,219.2,11.4,977.0
250,-826.0,-814.2,206.9,224.6,10.1,1178.1
251,-804.4,-793.7,223.5,224.6,11.2,1151.9
251,-320.8,-155.5,-25.5,205.9,-4.1,357.4
251,-326.3,-127.7,-40.8,201.4,-6.6,352.8
251,-306.6,-128.3,-52.6,202.7,-9.0,336.5
251,-198.3,379.1,-133.3,117.6,-17.3,448.1
251,-143.1,348.7,-79.6,112.3,-11.9,385.2
251,-308.2,-119.1,-51.9,201.1,-8.9,334.5
251,-304.6,-141.5,-48.1,204.9,-8.2,339.3
251,-309.1,-112.3,-44.7,200.0,-7.7,331.9
251,-694.1,-571.6,182.1,219.5,11.4,917.4
251,-824.3,-838.0,196.1,225.5,9.5,1191.7
251,-95.0,224.8,-58.8,112.9,-13.5,251.0
251,212.6,1009.8,42.0,78.1,2.3,1032.8
251,-377.6,-102.4,-11.3,195.2,-1.7,391.4
251,177.7,941.1,-46.6,79.3,-2.8,958.9
251,-268.8,-133.4,-92.2,206.4,-17.1,313.9
251,221.3,999.1,13.8,77.5,0.8,1023.4
251,13.3,744.2,53.3,89.0,4.1,746.2
251,-123.9,434.2,-6.7,105.9,-0.9,451.6
251,-392.2,-193.4,13.2,206.2,1.7,437.5
251,-74.6,126.4,-62.5,120.5,-23.1,159.5
251,-791.0,-774.4,210.7,224.4,10.8,1126.8
251,-741.0,-605.3,176.7,219.2,10.5,973.0
251,223.8,969.9,-25.0,77.0,-1.4,995.7
251,-298.9,-138.0,-2.7,204.8,-0.5,329.2
251,-103.2,440.7,-48.8,103.2,-6.2,455.2
251,-210.4,-117.0,-120.4,209.1,-26.6,269.2
251,325.4,1008.4,-21.8,72.1,-1.2,1059.8
251,-161.5,382.8,-138.2,112.9,-18.4,437.9
251,-168.3,356.6,-150.3,115.3,-20.9,422.0
251,171.2,977.9,5.3,80.1,0.3,992.8
251,213.6,955.9,-30.5,77.4,-1.8,979.9
251,190.4,938.2,-35.3,78.5,-2.1,958.0
251,-713.4,-538.4,164.2,217.0,10.4,908.7
251,-341.1,-217.1,-6.8,212.5,-1.0,404.4
251,-5.8,619.5,69.6,90.5,6.4,623.4
251,-347.1,-136.9,-29.0,201.5,-4.4,374.2
251,-314.0,-177.7,-32.0,209.5,-5.1,362.2
251,-272.5,-137.8,-65.2,206.8,-12.1,312.2
251,-680.7,-457.4,172.5,213.9,11.9,838.0
251,29.0,769.9,34.8,87.8,2.6,771.2
251,207.3,926.8,-39.5,77.4,-2.4,950.5
251,67.5,789.3,25.7,85.1,1.9,792.6
251,14.5,733.6,54.9,88.9,4.3,735.8
251,-128.6,328.9,16.7,111.4,2.7,353.5
251,-372.7,-83.5,-21.0,192.6,-3.1,382.5
251,-361.8,-98.4,-51.3,195.2,-7.8,378.4
251,-384.5,-113.8,3.0,196.5,0.4,401.0
251,-375.7,-114.0,6.3,196.9,0.9,392.7
251,-321.2,-142.2,-34.9,203.9,-5.7,353.0
251,-356.0,-162.2,-12.5,204.5,-1.8,391.4
251,-368.0,-173.6,10.2,205.3,1.4,407.0
251,-349.3,-231.2,-7.6,213.5,-1.0,419.0
251,-690.7,-469.0,177.5,214.2,12.0,853.5
251,-677.1,-466.1,185.4,214.5,12.7,842.7
251,-653.2,-482.0,127.8,216.4,8.9,821.8
251,-510.9,-420.2,88.7,219.4,7.6,667.4
251,-494.9,-412.8,82.2,219.8,7.3,649.7
251,-815.8,-836.1,221.5,225.7,10.7,1189.0
251,-818.9,-851.2,213.7,226.1,10.3,1200.3
251,-158.3,448.6,-81.9,109.4,-9.8,482.7
251,-343.0,-173.5,-14.6,206.8,-2.2,384.7
251,-126.5,308.6,-30.1,112.3,-5.2,334.9
251,-56.7,443.3,-68.0,97.3,-8.7,452.1
251,-309.4,-146.5,-33.4,205.3,-5.6,344.0
251,-351.6,-165.5,-22.0,205.2,-3.2,389.2
251,-324.8,-174.1,-28.3,208.2,-4.4,369.6
251,207.8,1002.6,34.3,78.3,1.9,1024.5
251,94.8,867.8,-9.9,83.8,-0.6,873.0
251,74.0,812.8,25.0,84.8,1.8,816.5
251,-5.9,623.3,70.8,90.5,6.5,627.3
251,-17.0,561.1,54.6,91.7,5.6,564.0
251,-81.2,741.8,131.6,96.2,10.0,757.7
251,-71.2,442.7,51.1,99.1,6.5,451.3
251,-124.1,435.3,-6.4,105.9,-0.8,452.7
251,-142.0,363.6,-37.4,111.3,-5.5,392.1
251,-124.9,308.7,-30.5,112.0,-5.2,334.4
251,-183.3,376.6,-139.0,116.0,-18.4,441.3
251,-300.4,-42.0,-84.3,188.0,-15.5,314.8
251,-365.6,-157.4,15.2,203.3,2.2,398.3
251,-329.8,-166.4,-17.9,206.8,-2.8,369.8
251,-311.1,-155.0,-40.3,206.5,-6.6,349.9
251,-343.2,-218.8,-7.8,212.5,-1.1,407.1
251,-240.7,-156.1,-28.3,213.0,-5.6,288.3
251,-783.0,-616.3,194.5,218.2,11.0,1015.3
251,-649.8,-525.9,260.3,219.0,17.3,875.5
251,-492.7,-443.3,115.6,222.0,9.9,672.8
251,-741.8,-605.8,191.6,219.2,11.3,976.7
251,-826.0,-814.2,207.0,224.6,10.1,1178.2
252,-804.4,-793.7,223.4,224.6,11.2,1151.9
252,-320.8,-155.5,-27.8,205.9,-4.5,357.6
252,-326.3,-127.7,-43.0,201.4,-7.0,353.0
252,-306.6,-128.3,-54.7,202.7,-9.3,336.8
252,-198.3,379.1,-132.4,117.6,-17.2,447.8
252,-143.1,348.7,-78.8,112.3,-11.8,385.1
252,-308.2,-119.1,-54.0,201.1,-9.3,334.8
252,-304.6,-141.5,-50.3,204.9,-8.5,339.6
252,-309.1,-112.3,-46.7,200.0,-8.1,332.2
252,-694.1,-571.6,180.5,219.5,11.4,917.1
252,-824.3,-838.0,196.3,225.5,9.5,1191.7
252,-95.0,224.8,-58.3,112.9,-13.4,250.9
252,212.6,1009.8,42.5,78.1,2.4,1032.8
252,-377.6,-102.4,-13.5,195.2,-2.0,391.5
252,177.7,941.1,-46.2,79.3,-2.8,958.8
252,-268.8,-133.4,-94.2,206.4,-17.4,314.5
252,221.3,999.1,14.3,77.5,0.8,1023.4
252,13.3,744.2,52.8,89.0,4.1,746.2
252,-123.9,434.2,-5.7,105.9,-0.7,451.6
252,-392.2,-193.4,10.7,206.2,1.4,437.4
252,-74.6,126.4,-62.6,120.5,-23.1,159.6
252,-791.0,-774.4,210.4,224.4,10.8,1126.8
252,-741.0,-605.3,175.4,219.2,10.4,972.7
252,223.8,969.9,-24.5,77.0,-1.4,995.7
252,-298.9,-138.0,-4.9,204.8,-0.9,329.3
252,-103.2,440.7,-47.8,103.2,-6.0,455.1
252,-210.4,-117.0,-122.3,209.1,-26.9,270.0
252,325.4,1008.4,-21.6,72.1,-1.2,1059.8
252,-161.5,382.8,-137.3,112.9,-18.3,437.6
252,-168.3,356.6,-149.4,115.3,-20.8,421.7
252,171.2,977.9,5.8,80.1,0.3,992.8
252,213.6,955.9,-30.0,77.4,-1.8,979.9
252,190.4,938.2,-34.9,78.5,-2.1,958.0
252,-713.4,-538.4,162.4,217.0,10.3,908.4
252,-341.1,-217.1,-9.4,212.5,-1.3,404.4
252,-5.8,619.5,69.9,90.5,6.4,623.5
252,-347.1,-136.9,-31.2,201.5,-4.8,374.4
252,-314.0,-177.7,-34.3,209.5,-5.4,362.4
252,-272.5,-137.8,-67.3,206.8,-12.4,312.7
252,-680.7,-457.4,170.2,213.9,11.7,837.6
252,29.0,769.9,34.2,87.8,2.5,771.2
252,207.3,926.8,-39.1,77.4,-2.4,950.5
252,67.5,789.3,25.0,85.1,1.8,792.6
252,14.5,733.6,54.5,88.9,4.2,735.8
252,-128.6,328.9,17.5,111.4,2.8,353.6
252,-372.7,-83.5,-23.1,192.6,-3.5,382.6
252,-361.8,-98.4,-53.5,195.2,-8.1,378.7
252,-384.5,-113.8,0.7,196.5,0.1,401.0
252,-375.7,-114.0,4.1,196.9,0.6,392.6
252,-321.2,-142.2,-37.1,203.9,-6.0,353.2
252,-356.0,-162.2,-14.9,204.5,-2.2,391.5
252,-368.0,-173.6,7.7,205.3,1.1,407.0
252,-349.3,-231.2,-10.2,213.5,-1.4,419.0
252,-690.7,-469.0,175.3,214.2,11.9,853.1
252,-677.1,-466.1,183.2,214.5,12.6,842.2
252,-653.2,-482.0,125.5,216.4,8.8,821.4
252,-510.9,-420.2,85.9,219.4,7.4,667.1
252,-494.9,-412.8,79.5,219.8,7.0,649.3
252,-815.8,-836.1,221.6,225.7,10.7,1189.0
252,-818.9,-851.2,213.9,226.1,10.3,1200.4
252,-158.3,448.6,-80.9,109.4,-9.7,482.5
252,-343.0,-173.5,-17.0,206.8,-2.5,384.8
252,-126.5,308.6,-29.3,112.3,-5.0,334.8
252,-56.7,443.3,-67.0,97.3,-8.5,451.9
252,-309.4,-146.5,-35.6,205.3,-5.9,344.2
252,-351.6,-165.5,-24.4,205.2,-3.6,389.4
252,-324.8,-174.1,-30.7,208.2,-4.8,369.8
252,207.8,1002.6,34.8,78.3,1.9,1024.5
252,94.8,867.8,-10.3,83.8,-0.7,873.0
252,74.0,812.8,24.3,84.8,1.7,816.5
252,-5.9,623.3,71.1,90.5,6.5,627.4
252,-17.0,561.1,55.2,91.7,5.6,564.1
252,-81.2,741.8,131.3,96.2,10.0,757.7
252,-71.2,442.7,52.1,99.1,6.6,451.4
252,-124.1,435.3,-5.4,105.9,-0.7,452.7
252,-142.0,363.6,-36.5,111.3,-5.3,392.0
252,-124.9,308.7,-29.7,112.0,-5.1,334.3
252,-183.3,376.6,-138.1,116.0,-18.2,441.0
252,-300.4,-42.0,-86.0,188.0,-15.8,315.3
252,-365.6,-157.4,12.8,203.3,1.8,398.2
252,-329.8,-166.4,-20.2,206.8,-3.1,370.0
252,-311.1,-155.0,-42.5,206.5,-7.0,350.2
252,-343.2,-218.8,-10.3,212.5,-1.4,407.1
252,-240.7,-156.1,-30.4,213.0,-6.0,288.5
252,-783.0,-616.3,193.4,218.2,11.0,1015.0
252,-649.8,-525.9,258.3,219.0,17.2,874.9
252,-492.7,-443.3,112.9,222.0,9.7,672.3
252,-741.8,-605.8,190.4,219.2,11.2,976.5
252,-826.0,-814.2,207.1,224.6,10.1,1178.2
253,-804.4,-793.7,223.3,224.6,11.2,1151.9
253,-320.8,-155.5,-30.1,205.9,-4.8,357.8
253,-326.3,-127.7,-45.2,201.4,-7.4,353.3
253,-306.6,-128.3,-56.8,202.7,-9.7,337.2
253,-198.3,379.1,-131.5,117.6,-17.1,447.6
253,-143.1,348.7,-77.9,112.3,-11.7,384.9
253,-308.2,-119.1,-56.1,201.1,-9.6,335.1
253,-304.6,-141.5,-52.5,204.9,-8.9,339.9
253,-309.1,-112.3,-48.8,200.0,-8.4,332.5
253,-694.1,-571.6,178.8,219.5,11.2,916.8
253,-824.3,-838.0,196.4,225.5,9.5,1191.8
253,-95.0,224.8,-57.9,112.9,-13.3,250.8
253,212.6,1009.8,42.9,78.1,2.4,1032.8
253,-377.6,-102.4,-15.7,195.2,-2.3,391.6
253,177.7,941.1,-45.9,79.3,-2.7,958.8
253,-268.8,-133.4,-96.3,206.4,-17.8,315.2
253,221.3,999.1,14.8,77.5,0.8,1023.4
253,13.3,744.2,52.3,89.0,4.0,746.2
253,-123.9,434.2,-4.7,105.9,-0.6,451.6
253,-392.2,-193.4,8.1,206.2,1.1,437.4
253,-74.6,126.4,-62.6,120.5,-23.1,159.6
253,-791.0,-774.4,210.2,224.4,10.8,1126.7
253,-741.0,-605.3,174.1,219.2,10.3,972.5
253,223.8,969.9,-24.0,77.0,-1.4,995.7
253,-298.9,-138.0,-7.0,204.8,-1.2,329.3
253,-103.2,440.7,-46.8,103.2,-5.9,455.0
253,-210.4,-117.0,-124.1,209.1,-27.3,270.8
253,325.4,1008.4,-21.4,72.1,-1.2,1059.8
253,-161.5,382.8,-136.4,112.9,-18.2,437.3
253,-168.3,356.6,-148.6,115.3,-20.6,421.4
253,171.2,977.9,6.3,80.1,0.4,992.8
253,213.6,955.9,-29.5,77.4,-1.7,979.9
253,190.4,938.2,-34.5,78.5,-2.1,957.9
253,-713.4,-538.4,160.6,217.0,10.2,908.1
253,-341.1,-217.1,-11.9,212.5,-1.7,404.5
253,-5.8,619.5,70.1,90.5,6.5,623.5
253,-347.1,-136.9,-33.5,201.5,-5.1,374.6
253,-314.0,-177.7,-36.7,209.5,-5.8,362.7
253,-272.5,-137.8,-69.3,206.8,-12.8,313.1
253,-680.7,-457.4,167.9,213.9,11.6,837.1
253,29.0,769.9,33.6,87.8,2.5,771.2
253,207.3,926.8,-38.7,77.4,-2.3,950.5
253,67.5,789.3,24.3,85.1,1.8,792.6
253,14.5,733.6,54.0,88.9,4.2,735.7
253,-128.6,328.9,18.4,111.4,3.0,353.6
253,-372.7,-83.5,-25.2,192.6,-3.8,382.8
253,-361.8,-98.4,-55.6,195.2,-8.4,379.0
253,-384.5,-113.8,-1.5,196.5,-0.2,401.0
253,-375.7,-114.0,1.9,196.9,0.3,392.6
253,-321.2,-142.2,-39.3,203.9,-6.4,353.5
253,-356.0,-162.2,-17.2,204.5,-2.5,391.6
253,-368.0,-173.6,5.3,205.3,0.7,406.9
