phase,xc,yc,zc
1,-8494.850912221696,-83.30335106765818,-55.939672372182606
1,-8484.121163450167,-98.31394718612304,-92.19978176641533
1,-8506.593011984194,-113.87086405030942,-55.42364683945903
1,-8497.888088216258,-114.15656774925455,-48.89504826551096
1,-8443.391228985089,-142.30712246836725,-89.12784145743109
1,-8478.174181793045,-162.19748229367585,-91.92198389439022
1,-8489.997815664086,-173.83982590694836,-81.18960470609497
1,-8471.578074944746,-231.14295272560662,-129.07826051319051
1,-8812.933131421845,-469.27801314348187,-148.81143569140679
1,-8799.920804362118,-465.6569897185724,-138.76089405083457
1,-8775.99821392005,-481.77564977964084,-196.58567510885712
1,-8633.78315298902,-419.95895460688456,-190.31899136016563
1,-8617.716322949067,-412.5857992024722,-189.85167707167687
1,-8937.938900487461,-836.0611417730186,-11.783798817387911
1,-8941.093499058898,-851.09966709523,-12.161409076610774
1,-8279.984562673817,448.65768792838986,15.393445911774812
1,-8465.317508391707,-173.28273456903838,-96.55545947914342
1,-8248.284912146715,308.5037725311382,104.87886580453693
1,-8178.781983577755,443.2627624942003,10.804782703234501
1,-8431.792545113809,-146.3202128603836,-86.36096135029004
1,-8473.831692418125,-165.42348210513967,-101.5460248006045
1,-8446.99731780415,-174.10417631447996,-103.79456899468414
1,-7914.203027156156,1002.686694124139,68.55866070461491
1,-8027.67901973196,867.8818002572209,25.130937670225244
1,-8048.002296101973,812.8395414031772,19.187321631585
1,-8127.351075660797,623.3164422574783,44.76107367374939
1,-8138.524853336059,561.0821855084619,60.09528439979183
1,-8202.409071251857,741.908504614243,83.67350889975921
1,-8192.598082076907,442.72843867043866,133.60500471506748
1,-8245.789512693193,435.29239885264167,91.18529213868115
1,-8263.600809221998,363.691138372138,87.18699594513936
1,-8246.469926452673,308.66734666388646,104.12277941464396
1,-8305.66888151339,376.45694708053065,-12.428972599347482
1,-8422.534112645497,-42.2078395304752,-69.99634316197813
1,-8487.737671646484,-157.4281277385773,-64.31578820134342
1,-8452.003884702557,-166.56529067367828,-90.59600867373311
1,-8433.316946665187,-155.07656989027686,-98.75447430272283
1,-8465.630080861407,-218.70499512434924,-118.47827369112946
1,-8362.829295750782,-156.27337147039015,-63.03235969526903
1,-8905.441540773896,-616.2472107467132,-117.2459508822671
1,-8771.883857964534,-526.0994954575935,-68.35426783193739
1,-8615.079027494226,-443.5566175311043,-168.01867960379246
1,-8864.648250695669,-605.3947710462224,-129.0106371851565
1,-8947.917470498462,-814.3596578002522,-29.753775266664995
2,-8926.737441509176,-793.4667109546114,-32.41016419421336
2,-8442.863763043675,-155.68140473877216,-86.6658242521973
2,-8448.39536569213,-127.8151971792748,-86.1308354351375
2,-8428.890034602631,-128.26548961088784,-90.91809514940962
2,-8320.264349367499,379.16602193770655,-5.61029669630117
2,-8264.93070979254,348.7449237600425,49.50846638799802
2,-8430.48745967559,-118.94018967775827,-85.12509314798399
2,-8426.887139079496,-141.39804226641846,-94.71339621113788
2,-8431.282486707727,-112.49019817395168,-73.9632483479445
2,-8816.168079985164,-571.8851954637871,-150.56038764603824
2,-8945.967562034275,-838.348596908455,-36.635225820037796
2,-8216.77934611251,224.80435736574637,81.43651595754545
2,-7909.055505056671,1009.7751403106175,68.92234875719436
2,-8499.693563141049,-102.56780879476554,-59.24715712101726
2,-7944.147372491208,941.0251673464195,27.032207454639824
2,-8391.150696146358,-133.43882859596323,-121.65663910136232
2,-7900.41715268289,999.0443101063497,48.81786448889641
2,-8109.016373079681,744.1732728149727,7.776315454321541
2,-8245.46510357554,434.15189475084446,91.00087652609079
2,-8514.676783591844,-193.08336111200526,-97.83558306608845
2,-8196.336369961262,126.45237471952095,68.95911739058482
2,-8912.995829199042,-774.4285386737821,-56.5174714769615
2,-8863.904574091295,-604.7491186977579,-147.74137793417435
2,-7898.0432073452575,969.8508110846461,28.914692140926142
2,-8420.944967770614,-138.065090428093,-45.40288674161534
2,-8225.289332584525,440.7088113319895,40.82909604352982
2,-8332.762372920997,-117.12148426882348,-120.51808990885172
2,-7796.419440771176,1008.3304968699894,-30.002468152585273
2,-8283.75150958057,382.7645388812195,-15.138142331541168
2,-8290.59770388986,356.5052193592967,-20.213549980840277
2,-7951.162543412746,978.013008114714,67.18349710504191
2,-7908.265876529497,955.9146533117437,33.931811597443804
2,-7931.064620907741,938.1347983135768,37.02347662330879
2,-8836.197577791867,-537.8374567783396,-168.96471102708364
2,-8463.35996744517,-217.26413685919522,-115.19666640049545
2,-8127.320575630489,619.4600549256658,43.530105630340806
2,-8469.368346940615,-136.7324447046551,-87.40654262719059
2,-8436.33339327238,-177.67338023077596,-104.75171558991076
2,-8394.760057730704,-137.6389585848399,-98.75144483033938
2,-8803.1682742953,-457.44189099213173,-153.28576462399064
2,-8092.454971895907,769.8928522866227,-2.141237984536822
2,-7914.766982276604,926.8351752914393,33.532334274450754
2,-8054.345799538436,789.3308228523242,4.03323724694345
2,-8107.918652986644,733.6530009090413,7.9567412300405564
2,-8250.524066589218,328.85503009295957,148.29214325605832
2,-8494.82264897819,-83.29783207140777,-54.547484669706826
2,-8484.129351400372,-98.31716453009349,-90.77520999769825
2,-8506.656968467649,-113.89090050535859,-53.98635482949906
2,-8497.721025073995,-114.10638514762775,-48.15737568136347
2,-8443.390111501549,-142.3081555997187,-87.78211012692944
2,-8478.266831300723,-162.24139705807977,-90.47306840288485
2,-8490.141202860725,-173.9093841739519,-79.7202968936358
2,-8471.55932381005,-231.1319527946771,-128.2460284102089
2,-8812.846665230936,-469.21400094019214,-151.82718760508988
2,-8799.783477275894,-465.5574186152157,-141.70840959866143
2,-8776.081813882038,-481.83436216173675,-198.13319987963746
2,-8633.719668327076,-419.90418483645465,-191.56581112921526
2,-8617.58032991392,-412.4699599541356,-191.03946652284662
2,-8937.970428625953,-836.0880911893273,-13.825680596812255
2,-8941.083520541877,-851.0783172466131,-16.287637285313245
2,-8279.984562673817,448.65768792838986,15.393445911774812
2,-8465.423929099632,-173.33834186139322,-95.12570910413353
2,-8248.301208153849,308.5474429159844,105.50980933551344
2,-8178.7816443813435,443.2445321862606,10.024833726304244
2,-8431.782704408259,-146.3171537969143,-85.04623004899767
2,-8473.86966679998,-165.4431320672474,-100.06936593340353
2,-8447.12706946018,-174.17564803494713,-102.41169927107896
2,-7914.203027156156,1002.686694124139,68.55866070461491
2,-8027.676125156073,867.8725449340227,26.65457905399699
2,-8048.002296101973,812.8395414031772,19.187321631585
2,-8127.353354136911,623.2573580531339,43.669441654530736
2,-8138.52936798466,561.149809792425,59.115529126694405
2,-8202.39833073842,741.8094381828616,83.66511345191563
2,-8192.615781501485,442.8260477182386,132.7981277148813
2,-8245.789512693193,435.29239885264167,91.18529213868115
2,-8263.592753853418,363.67505885009825,87.88502507296494
2,-8246.486520367514,308.7124061143053,104.7524551816291
2,-8305.648792301587,376.4196344973626,-11.690099764834521
2,-8422.525587135824,-42.207266641029285,-68.26513956947579
2,-8487.738093790218,-157.42991242731046,-62.86359224383458
2,-8452.006010923857,-166.56818351437516,-89.19083419089952
2,-8433.264152297676,-155.05200537893825,-97.3787293479042
2,-8465.594424906627,-218.68359815534026,-117.67054509089718
2,-8362.750054417504,-156.2237642551828,-61.918872426641734
2,-8905.450586328387,-616.2471756668672,-120.79485831325522
2,-8771.872781409405,-526.0844050678945,-71.30531338547496
2,-8615.049110952416,-443.52682131822723,-169.25861893524905
2,-8864.548053012171,-605.3059354774139,-132.4174887740299
2,-8947.99821505482,-814.4341470582899,-31.787156715677362
3,-8926.743704904642,-793.4678938914567,-34.387436791426076
3,-8442.939942296189,-155.72005157468834,-85.33464333942726
3,-8448.383848822992,-127.81202954293178,-84.79115439854658
3,-8428.897213520975,-128.26987333571992,-89.63025623637822
3,-8320.237643589371,379.118623208572,-4.857470976237273
3,-8264.910038126927,348.69862516087477,50.166249456765264
3,-8430.474328620561,-118.93638447612751,-83.84957040232914
3,-8426.821000765372,-141.3689298557709,-93.3786114995124
3,-8431.229497429624,-112.47208628454253,-72.70446543149035
3,-8816.316838102466,-572.0043083344203,-152.22434558578175
3,-8946.038734352363,-838.4156492676034,-38.69687342230642
3,-8216.80758906915,224.8768190396081,82.36115996871807
3,-7909.055505056671,1009.7751403106175,68.92234875719436
3,-8499.676817703777,-102.56425279519881,-57.82135023007749
3,-7944.147372491208,941.0251673464195,27.032207454639824
3,-8391.10739979934,-133.41899590180535,-120.35188078548151
3,-7900.411263797729,999.0914959449163,47.031804056618334
3,-8109.016373079681,744.1732728149727,7.776315454321541
3,-8245.500346777228,434.2685386656107,90.21297699646627
3,-8514.601627532697,-193.04744155217364,-96.99364860639946
3,-8196.357911858488,126.49519365841978,70.39753357718124
3,-8913.11445407767,-774.5398051889703,-58.470859252460876
3,-8863.829012221488,-604.6803301617658,-151.16993535561
3,-7898.0432073452575,969.8508110846461,28.914692140926142
3,-8421.076564169667,-138.12798443286465,-43.63932676829341
3,-8225.289332584525,440.7088113319895,40.82909604352982
3,-8332.587044277716,-117.02567313521686,-119.27341075698632
3,-7796.419440771176,1008.3304968699894,-30.002468152585273
3,-8283.75150958057,382.7645388812195,-15.138142331541168
3,-8290.59770388986,356.5052193592967,-20.213549980840277
3,-7951.162543412746,978.013008114714,67.18349710504191
3,-7908.265876529497,955.9146533117437,33.931811597443804
3,-7931.064620907741,938.1347983135768,37.02347662330879
3,-8836.135609985826,-537.7844947493772,-172.2111049835423
3,-8463.319065863983,-217.23938797905367,-114.39512409235249
3,-8127.323680772377,619.4987574062293,42.44887307188434
3,-8469.359358294982,-136.73033154973083,-85.99269111929667
3,-8436.38282476291,-177.7033638088698,-103.36044784201658
3,-8394.89766425859,-137.71077378759728,-96.97024356616913
3,-8803.240911412517,-457.48809202318506,-154.8013023619916
3,-8092.454971895907,769.8928522866227,-2.141237984536822
3,-7914.766982276604,926.8351752914393,33.532334274450754
3,-8054.354334062235,789.2312101790717,4.035353193782434
3,-8107.918652986644,733.6530009090413,7.9567412300405564
3,-8250.509755955165,328.82298198564973,148.97645262215048
3,-8494.914767897133,-83.31960330813827,-52.48959371422456
3,-8484.132359055111,-98.31897351081945,-89.35195543280204
3,-8506.621669870026,-113.88154977241021,-52.53154195454052
3,-8497.760149315654,-114.11936662243195,-46.75230372744458
3,-8443.471784027208,-142.34584133333055,-86.46690421442767
3,-8478.179955758853,-162.20269923141237,-89.70809862421865
3,-8490.035456783635,-173.86034603199423,-78.93809450576572
3,-8471.753825115933,-231.26334044613344,-126.68270363638678
3,-8812.921532501416,-469.2622011711467,-153.36617906283152
3,-8799.873224736657,-465.6164359804979,-143.22157246976064
3,-8775.853605521013,-481.66051143766106,-201.0995138469007
3,-8633.654378634048,-419.8479316675983,-192.81298113502226
3,-8617.515641646389,-412.4134622924894,-192.2586522259278
3,-8937.956199335644,-836.0627997556383,-17.90685683292167
3,-8941.109436660805,-851.0997529345432,-18.352503080846752
3,-8279.984562673817,448.65768792838986,15.393445911774812
3,-8465.347083881048,-173.30050548436895,-94.36802833858678
3,-8248.31705262811,308.59001496232213,106.14117145712939
3,-8178.7816443813435,443.2445321862606,10.024833726304244
3,-8431.768344826658,-146.31195701296423,-83.7328771468652
3,-8473.989116270337,-165.50108424557408,-98.62325050530566
3,-8447.168570240825,-174.19984271744553,-100.99796392192803
3,-7914.223295455734,1002.5888805748147,68.55400177761226
3,-8027.676125156073,867.8725449340227,26.65457905399699
3,-8047.998537309101,812.8407773377417,20.61185369110739
3,-8127.356478313384,623.2962977807151,42.58158111781619
3,-8138.530889164362,561.1159884941243,58.12902204683612
3,-8202.413352078956,741.9170293542934,82.36273396619634
3,-8192.600497551814,442.7302393998227,132.77389618573483
3,-8245.789512693193,435.29239885264167,91.18529213868115
3,-8263.628516325069,363.7668959861715,87.90196573586212
3,-8246.502669549687,308.7563674810928,105.38255214741298
3,-8305.648792301587,376.4196344973626,-11.690099764834521
3,-8422.602527994208,-42.2186942241194,-66.56417395135878
3,-8487.823620318683,-157.4683251856284,-61.43264599704309
3,-8451.919688080932,-166.5255244083691,-88.46039697203685
3,-8433.29141244449,-155.06731128524868,-96.03669374343391
3,-8465.557438676191,-218.66135278207278,-116.8633861518592
3,-8362.785938721445,-156.24975062157466,-60.30616689794025
3,-8905.371923210454,-616.1781465814421,-124.33108704772621
3,-8771.902829783907,-526.1056649403243,-72.7867596523858
3,-8615.017479180548,-443.4954797268691,-170.49898598905037
3,-8864.514963833433,-605.271796416371,-135.8413678805661
3,-8947.938716920296,-814.3652365675198,-35.84089292610083
4,-8926.748841793926,-793.4629710171864,-38.342517549439386
4,-8442.925350587906,-155.71465682585458,-83.9759959017089
4,-8448.536310773807,-127.87373743400278,-82.84092075621439
4,-8428.812173776327,-128.23571341062552,-88.31254704900888
4,-8320.237643589371,379.118623208572,-4.857470976237273
4,-8264.926739401933,348.7435001494455,50.83188591292603
4,-8430.456653295074,-118.93082442497595,-82.57543488021881
4,-8427.014093652348,-141.46080561614465,-91.49089465477343
4,-8431.322672679751,-112.50770808341305,-70.87285396583039
4,-8816.228536377761,-571.9246874387175,-155.45966773962977
4,-8946.033484187661,-838.3995853412579,-42.81090404723172
4,-8216.753338842673,224.75642920263113,83.6881093944476
4,-7909.055505056671,1009.7751403106175,68.92234875719436
4,-8499.655072376507,-102.55933760170007,-56.39663873259584
4,-7944.128804464307,941.1234262132197,27.032858201998515
4,-8391.19589621388,-133.4653032386101,-118.4827416534925
4,-7900.411263797729,999.0914959449163,47.031804056618334
4,-8109.016373079681,744.1732728149727,7.776315454321541
4,-8245.500346777228,434.2685386656107,90.21297699646627
4,-8514.525031692416,-193.01081271360846,-96.15236651628547
4,-8196.324479437779,126.4445616677863,71.807595251983
4,-8913.059291297,-774.4760572850923,-62.35007927010154
4,-8863.978332350818,-604.798436696889,-152.92936154033293
4,-7898.0432073452575,969.8508110846461,28.914692140926142
4,-8421.01093940157,-138.09909091385077,-42.432356084622846
4,-8225.26653056147,440.6115460900271,40.82467558534321
4,-8332.617846185301,-117.04518720117395,-117.61147774671556
4,-7796.419440771176,1008.3304968699894,-30.002468152585273
4,-8283.712723164013,382.6727708306605,-15.12952613822268
4,-8290.584063253322,356.4801437659974,-19.51500853979966
4,-7951.162543412746,978.013008114714,67.18349710504191
4,-7908.265876529497,955.9146533117437,33.931811597443804
4,-7931.064620907741,938.1347983135768,37.02347662330879
4,-8836.25721079325,-537.8729105695013,-173.87750593629843
4,-8463.276845321761,-217.2137978836838,-113.5941631741805
4,-8127.326769616279,619.5355727861418,41.3675745672061
4,-8469.345423208018,-136.72626855446896,-84.580223207236
4,-8436.241054018315,-177.62425575224518,-102.6005434062318
4,-8394.845275980584,-137.68592339684307,-95.7243206744875
4,-8803.054754451608,-457.3579248917309,-157.74979980428526
4,-8092.454971895907,769.8928522866227,-2.141237984536822
4,-7914.766982276604,926.8351752914393,33.532334274450754
4,-8054.354334062235,789.2312101790717,4.035353193782434
4,-8107.918652986644,733.6530009090413,7.9567412300405564
4,-8250.460765924146,328.70222036938634,149.62673797157038
4,-8494.970178854053,-83.3327756064505,-51.11826055792485
4,-8484.130195399512,-98.31937655547942,-87.93003817536939
4,-8506.675706092015,-113.89864675601297,-51.09553455516632
4,-8497.794468544585,-114.13088780162526,-45.34778472261687
4,-8443.373878860093,-142.30401437825645,-85.09470196244999
4,-8478.177516367861,-162.20330932737645,-88.23384699754777
4,-8490.083617808184,-173.8849186987369,-77.44620935632616
4,-8471.731152381039,-231.24974299083203,-125.85158477855006
4,-8812.994060392453,-469.30881011391523,-154.90600684055954
4,-8799.960683257092,-465.6738786778853,-144.7356049962073
4,-8775.930312990018,-481.71413811367864,-202.6492353641991
4,-8633.587282763796,-419.7901941680423,-194.06049701865567
4,-8617.661604025041,-412.53493901186863,-192.3214088245216
4,-8937.980252554617,-836.0820879670366,-19.94927576917899
4,-8941.084461311732,-851.0628177563008,-22.479255657557864
4,-8279.984562673817,448.65768792838986,15.393445911774812
4,-8465.360677325227,-173.3092574992134,-92.9113264802387
4,-8248.295755445839,308.54187319478376,106.74798683532839
4,-8178.794353168426,443.3436920368616,10.02242317456514
4,-8431.749474969962,-146.3046265513128,-82.42092150761516
4,-8473.830629644086,-165.42746617855883,-97.82744008323348
4,-8447.020038823204,-174.12125753862318,-100.22916276352362
4,-7914.223295455734,1002.5888805748147,68.55400177761226
4,-8027.676125156073,867.8725449340227,26.65457905399699
4,-8047.998537309101,812.8407773377417,20.61185369110739
4,-8127.359586091964,623.3333388396785,41.493654230628145
4,-8138.530889164362,561.1159884941243,58.12902204683612
4,-8202.413352078956,741.9170293542934,82.36273396619634
4,-8192.585213602142,442.6344310814069,132.7496646565884
4,-8245.797806669347,435.3142816440086,90.38012733511792
4,-8263.584244842874,363.65781671387754,88.58319386752547
4,-8246.48213696252,308.70938396328376,105.98827523120187
4,-8305.671859792812,376.47076521927704,-10.959035854321662
4,-8422.574772002852,-42.21541699050005,-64.83768651098282
4,-8487.684638658795,-157.40930439989992,-60.677211710248635
4,-8451.914633664936,-166.5247870306875,-87.05756939938402
4,-8433.314084800257,-155.08032825298767,-94.69588166700308
4,-8465.6395124867,-218.71616769105378,-115.31417205266149
4,-8362.814268922208,-156.27082831524416,-58.69526876608399
4,-8905.361141295694,-616.1625027129658,-127.88306547610676
4,-8771.879593660822,-526.0807246613481,-75.73940411270587
4,-8614.912731872022,-443.3983682756681,-171.71189237222558
4,-8864.686048839905,-605.40766667567,-137.59465919258872
4,-8947.940243380048,-814.356490975048,-39.899862272398856
5,-8926.744122552911,-793.4483270267652,-42.298272024881506
5,-8442.906141579922,-155.70701830406585,-82.61875114274028
5,-8448.513178018118,-127.86601476200386,-81.50407379926642
5,-8428.983088732863,-128.30920828917127,-86.44708523214544
5,-8320.256587883756,379.1585151564866,-4.110727653463307
5,-8264.926739401933,348.7435001494455,50.83188591292603
5,-8430.51083772688,-118.95359106714808,-80.69621563428811
5,-8426.936496284468,-141.42636976311198,-90.15977278869681
5,-8431.258664415545,-112.48558262397135,-69.6172990163034
5,-8816.131260973556,-571.8376665528035,-158.69626772475115
5,-8946.097064093186,-838.4589085687234,-44.8737320740557
5,-8216.778265053612,224.8210531747531,84.61508589681877
5,-7909.055505056671,1009.7751403106175,68.92234875719436
5,-8499.755261116763,-102.58802619853392,-54.28992405829951
5,-7944.128804464307,941.1234262132197,27.032858201998515
5,-8391.140702310047,-133.43955874635148,-117.18256879464991
5,-7900.411263797729,999.0914959449163,47.031804056618334
5,-8109.016373079681,744.1732728149727,7.776315454321541
5,-8245.500346777228,434.2685386656107,90.21297699646627
5,-8514.627851359068,-193.0634286179178,-94.54824555987685
5,-8196.331016701744,126.46068459604871,72.96440406832889
5,-8913.065653899761,-774.4725385710861,-66.23751615410902
5,-8863.888375099694,-604.7179016770344,-156.36077118085706
5,-7898.0432073452575,969.8508110846461,28.914692140926142
5,-8421.038872287378,-138.11410602167007,-40.651824546228696
5,-8225.26653056147,440.6115460900271,40.82467558534321
5,-8332.563206502902,-117.01721077895176,-115.90366311839102
5,-7796.451476243782,1008.2459705581758,-31.85170522518269
5,-8283.735303910891,382.73061968587973,-14.404378104748822
5,-8290.612437205606,356.5438953163324,-18.82668818884165
5,-7951.162543412746,978.013008114714,67.18349710504191
5,-7908.265876529497,955.9146533117437,33.931811597443804
5,-7931.064620907741,938.1347983135768,37.02347662330879
5,-8836.181014068317,-537.8092200061947,-177.12717977009677
5,-8463.348761494603,-217.26212303242653,-112.05638610863411
5,-8127.326769616279,619.5355727861418,41.3675745672061
5,-8469.416190105969,-136.75554185006135,-83.19598951665517
5,-8436.283363898861,-177.65020671757804,-101.21163612909638
5,-8394.883764893711,-137.7077117721046,-93.91159645353659
5,-8803.120558160106,-457.3995309990086,-159.2671314285236
5,-8092.454971895907,769.8928522866227,-2.141237984536822
5,-7914.768104336037,926.8111733383412,35.18987363714472
5,-8054.348424806162,789.2588599132669,5.417888298460944
5,-8107.922381539722,733.6295347670512,6.67606465111043
5,-8250.529164859361,328.8772015886407,149.69531754994227
5,-8494.924820044847,-83.32343349184805,-49.72927369672227
5,-8484.122869490955,-98.31837611091689,-86.50947828010007
5,-8506.630378270553,-113.88632372561446,-49.64273045136179
5,-8497.729575832096,-114.11227851422697,-43.92757338892293
