phase,d,l,b
84,1143.7,224.59999772835693,-8.89999568281361
84,361.8,205.90000242195816,9.800000323704397
84,355.5,201.39999890313874,9.800000419534184
84,336.7,202.69999431163853,9.199999070902026
84,431.5,117.5999979809353,-7.4999990695247725
84,376.9,112.30000143202952,0.20000235151774456
84,335.6,201.10000107427095,10.100004747597405
84,339.8,204.89999708629549,8.799997241546036
84,336.1,199.99999785126516,11.900002552098806
84,918.3,219.50000270976724,-11.699998949582133
84,1191.1,225.49999944183187,-9.299996842656876
84,255.5,112.90000234969891,17.200001478200182
84,1032.0,78.10000036404288,0.5999970027698719
84,400.9,195.20000534502978,12.600000469058262
84,957.7,79.29999780519518,-0.2000033573125463
84,300.9,206.40000422134793,4.100002091839671
84,1023.4,77.50000184187238,-0.5999981321740191
84,744.3,88.99999851695948,0.2999945452953196
84,451.7,105.90000277285421,1.6000028488565075
84,440.4,206.19999847982436,6.80000274343657
84,178.8,120.5000007844158,34.89999682810859
84,1123.6,224.40000232278715,-9.899996303154785
84,980.6,219.1999970000772,-12.600000141207063
84,995.7,76.99999727743715,-1.4000013094203816
84,344.2,204.79999816608753,17.000001301272484
84,454.4,103.19999971512898,-5.099997089218755
84,241.2,209.10000113860306,3.599998289068257
84,1062.4,72.10000038289056,-4.200003360770574
84,421.8,112.89999777839944,-9.900004448816526
84,400.1,115.30000364131642,-9.699995693972316
84,993.0,80.10000108949237,1.1000053607825113
84,979.5,77.40000404241415,-0.7000014869917313
84,957.3,78.50000409212919,0.40000276295983145
84,915.2,216.99999982745243,-12.399997462009487
84,405.8,212.49999781048928,4.900004118010667
84,619.9,90.50000030377254,-1.9999999584747319
84,378.0,201.49999880632473,9.199995545638116
84,363.5,209.49999974156586,6.999997847110355
84,308.7,206.80000494441842,8.500001798542977
84,830.8,213.89999611330853,-9.200001004994384
84,770.5,87.80000076940135,0.49999834458648906
84,949.7,77.39999564319045,0.30000066062288844
84,792.6,85.09999910456472,1.7999955280058828
84,733.7,88.90000073062643,3.76060051733091e-07
84,368.4,111.39999615206293,16.49999739458269
84,392.4,192.5999959809364,13.199998817703673
84,378.8,195.20000053249467,8.200003798394903
84,411.8,196.50000406772503,13.199997184183669
84,405.0,196.90000011497963,14.199999382386894
84,356.3,203.89999660642792,9.600003719806125
84,395.6,204.50000119219789,8.599996369857797
84,412.9,205.30000403412242,9.799998538994826
84,419.4,213.5000020933575,2.899999267531278
84,846.3,214.19999869237586,-9.400000579384908
84,831.2,214.5000024907771,-8.500001947408887
84,831.4,216.39999910096765,-12.499999269156469
84,669.8,219.39999822553375,-8.999994268470106
84,651.9,219.80000611028828,-8.599998026521202
84,1180.4,225.700001564841,-8.200001279153017
84,1193.8,226.09999765384316,-8.400004125521088
84,479.8,109.39999895391348,-7.500000514640331
84,388.2,206.7999991938636,8.099999775945754
84,340.8,112.30000132036291,11.900003970149061
84,453.2,97.30000136301098,-9.600002031373386
84,347.9,205.29999658645497,10.299996644313552
84,391.8,205.20000573219664,7.30000151146778
84,371.5,208.1999940984108,7.299998870158267
84,1024.0,78.30000285382849,0.5000010908332179
84,874.3,83.7999957336559,3.1999979993510483
84,817.4,84.79999669017666,3.1999995680774496
84,623.7,90.49999571569589,-1.9000007559324466
84,561.9,91.6999960557095,-2.400001373559656
84,748.6,96.20000072559353,4.499999237200523
84,451.0,99.1000041199757,6.100002754584343
84,452.8,105.90000277285421,1.6000028488565075
84,391.8,111.30000329610147,4.900002724113302
84,339.9,111.99999821301232,11.599995685001396
84,423.6,115.99999949980733,-8.599999807592658
84,309.6,188.00000421502233,11.6000010968685
84,407.4,203.29999621975102,12.299996818224107
84,374.2,206.79999383278565,9.199998326652151
84,351.2,206.49999886465918,8.300000030557921
84,408.3,212.4999998670388,4.500000250712346
84,298.5,213.00000425713887,16.0000022561792
84,1017.5,218.19999763767456,-11.699994082338042
84,839.0,219.0000035081166,-4.899998985816533
84,668.4,221.9999996383835,-7.50000503366202
84,978.4,219.19999754877406,-11.800000909346078
84,1174.6,224.60000256726553,-9.100006068837253
