phase,d,l,b
102,1140.2,224.5999970480521,-7.599995386853394
102,369.3,205.90000143506828,15.100001871755493
102,362.4,201.40000228269682,14.79999530691758
102,343.0,202.69999612995215,14.300001670576373
102,434.5,117.59999933576687,-9.999999038323578
102,377.3,112.3000020627139,-2.6999997412211023
102,342.2,201.10000163162448,15.099996724481121
102,346.2,204.90000462685538,14.099999411002841
102,343.3,200.00000317700605,16.699999535178076
102,909.4,219.50000080426807,-8.600002304360519
102,1188.1,225.50000356848196,-8.399996353988879
102,251.4,112.90000183753652,13.90000244637173
102,1031.9,78.09999835319387,0.199998500833162
102,409.2,195.19999877376384,17.09999685359911
102,957.8,79.30000178093,-0.7000028992234995
102,304.4,206.40000496568283,9.70000165429536
102,1023.5,77.4999972819,-1.000002786419982
102,744.5,88.99999916655959,1.1999982557091347
102,451.6,105.8999990031057,-0.8000036826213137
102,447.3,206.20000372994653,12.09999897260898
102,173.9,120.50000157076218,32.39999653380666
102,1119.3,224.40000041802443,-8.499998606788308
102,971.7,219.2000032011309,-10.00000116870283
102,995.9,77.00000532981522,-1.9000008103010777
102,354.7,204.8000043848091,21.899998007506493
102,456.4,103.19999856293593,-7.40000198857041
102,243.9,209.09999770261115,9.300000361932334
102,1062.4,72.10000038289056,-4.200003360770574
102,425.6,112.8999995228852,-12.600000711196206
102,403.8,115.30000282796827,-12.399995473609433
102,992.8,80.10000422950125,0.5000005771120131
102,979.7,77.40000021697914,-1.3000035265283043
102,957.3,78.5000019472339,-0.19999575552796958
102,905.5,217.0000009860028,-9.299995120786367
102,411.5,212.5000015066408,10.700000715939048
102,619.9,90.49999571569589,-1.9000007559324466
102,385.0,201.49999545990522,14.300000626686204
102,369.8,209.50000392184398,12.700002966089011
102,314.6,206.799997560726,13.900004604536003
102,823.6,213.89999944517865,-5.300002268349147
102,770.7,87.79999818950616,1.399998318990662
102,949.7,77.39999662704903,-0.20000362102224287
102,793.0,85.09999774485304,2.5999987019773894
102,733.8,88.90000035605884,0.9000039174693538
102,363.4,111.40000021723728,13.600000847045415
102,400.3,192.60000401879984,17.40000194604587
102,384.5,195.19999869666412,12.79999697840117
102,420.9,196.50000401615847,17.699998238487428
102,414.5,196.89999507655887,18.69999818250195
102,363.3,203.9000047356722,14.800003210594939
102,402.9,204.49999983356605,13.80000436306177
102,421.3,205.29999826486343,14.999999884430851
102,423.9,213.49999407953044,8.799998930539603
102,839.0,214.20000391180326,-5.700001364488746
102,824.7,214.500004733483,-4.5999985767592815
102,821.1,216.40000021871901,-8.600003968839962
102,663.1,219.40000011627382,-4.000004387610946
102,645.7,219.79999524797597,-3.500002794376262
102,1177.6,225.70000011668475,-7.29999909361898
102,1191.2,226.09999543977415,-7.499999781414177
102,482.6,109.39999716877387,-9.70000285517138
102,395.3,206.7999993662426,13.500005705827913
102,337.5,112.30000224845692,8.800003436355748
102,456.4,97.30000132135358,-11.699996797942767
102,355.3,205.30000401012163,15.50000177317882
102,398.2,205.20000379933566,12.59999884152609
102,377.9,208.19999484123895,12.79999934299456
102,1023.9,78.29999717593262,0.09999925033753307
102,874.5,83.79999708004198,3.3999963816454195
102,818.1,84.8000034741609,3.9000009945574754
102,623.6,90.5000006655525,-1.6999982870593002
102,562.1,91.70000082109304,-3.000001697058005
102,749.4,96.20000291899336,5.200000596950724
102,449.5,99.0999954268633,3.9999988045456494
102,452.7,105.8999990031057,-0.8000036826213137
102,390.6,111.30000257014198,2.1000006194053062
102,336.7,112.00000045015727,8.499997229674507
102,427.0,116.00000153695383,-11.200005027219893
102,314.4,188.00000454408476,15.299998558617327
102,416.9,203.3000047750453,17.300001247999454
102,381.7,206.79999974084723,14.600001700654666
102,357.7,206.49999818545393,13.700000798263911
102,413.7,212.49999922278363,10.300004615749192
102,308.1,212.99999882658466,21.40000214283389
102,1010.0,218.19999926384827,-9.399995509994607
102,836.1,218.99999698168045,-1.1000038376995187
102,663.4,222.00000460769,-2.3999998707028287
102,970.2,219.1999998357715,-9.200004067760366
102,1171.4,224.5999980813221,-8.100003336162372
