phase,d,l,b
95,1141.8,224.59999834486817,-8.200002763488639
95,366.2,205.89999459418007,13.199997715634721
95,359.6,201.39999731747065,12.999998889255917
95,340.5,202.70000531491354,12.500001725577716
95,433.2,117.60000066315867,-8.99999654695624
95,377.1,112.30000110305461,-1.4999975572008912
95,339.5,201.0999983757358,13.299996947596977
95,343.6,204.8999971681893,12.200002986031913
95,340.5,200.0000060011866,15.000001839931375
95,912.8,219.500002735097,-9.900004375397163
95,1189.6,225.49999981369464,-8.799996633213148
95,253.1,112.8999980210961,15.299995526686196
95,1032.0,78.10000348794892,0.3000022312201944
95,406.0,195.199994795226,15.50000002402581
95,957.8,79.29999559008495,-0.49999889436067924
95,302.8,206.40000188323032,7.700004163826881
95,1023.4,77.50000164110138,-0.8999996989260193
95,744.4,89.0000024583147,0.9000010702801648
95,451.5,105.90000034597782,0.09999978445036364
95,444.3,206.19999742125464,10.200002357969142
95,176.3,120.500000536769,33.599999946183864
95,1121.3,224.4000058403261,-9.199998555218594
95,975.3,219.20000188251893,-11.20000308426935
95,995.8,76.99999953931263,-1.6999961589488082
95,350.7,204.80000078890077,20.10000180608503
95,455.6,103.19999915501084,-6.4999989072606255
95,242.7,209.10000062571095,7.39999552903998
95,1062.4,72.10000038289056,-4.200003360770574
95,424.0,112.89999960876497,-11.500002224829094
95,402.2,115.30000014765169,-11.400001921157806
95,992.9,80.10000496402196,0.7999993790068443
95,979.6,77.39999611617465,-0.9999996215045099
95,957.3,78.4999997921055,-1.0727302217576773e-06
95,909.3,216.99999953257088,-10.600004817548601
95,408.9,212.50000244159378,8.599993955131112
95,619.9,90.50000030377254,-1.9999999584747319
95,382.1,201.49999838508933,12.500005095507028
95,367.1,209.49999413813606,10.599999601943857
95,312.2,206.7999968972926,11.999996904918024
95,826.1,213.89999647334164,-6.899996514896531
95,770.6,87.7999963509464,0.9999982118525494
95,949.7,77.4000001676383,3.1516829100926123e-06
95,792.8,85.09999544740124,2.299999319550728
95,733.8,88.89999592440293,0.49999717253697357
95,365.3,111.39999719016186,14.799997174768416
95,397.2,192.6000021921269,15.89999990066998
95,382.2,195.19999414756953,11.199997758644912
95,417.3,196.50000287902455,16.099999070202156
95,410.8,196.8999966364814,17.100000469144188
95,360.4,203.89999809866805,12.89999692324783
95,399.9,204.50000297964198,11.899998756741882
95,417.8,205.30000012588698,13.099997789312088
95,421.7,213.4999979419875,6.600005566728149
95,841.6,214.20000272432122,-7.199996806192818
95,826.9,214.4999979729797,-6.19999993030678
95,824.9,216.39999747216612,-10.199999783905273
95,665.2,219.39999638736722,-5.999998120311303
95,647.5,219.79999823843085,-5.599996528536491
95,1178.9,225.69999732982572,-7.7999995149767605
95,1192.5,226.10000496596268,-7.899997932873352
95,481.5,109.39999834934044,-8.900002352521152
95,392.3,206.7999944737149,11.500000281130761
95,338.7,112.30000125233425,10.000000733094048
95,455.1,97.29999910794244,-10.89999782091343
95,352.3,205.29999585856365,13.699998664123116
95,395.4,205.20000181178895,10.700004483424177
95,375.1,208.2000002968902,10.799996968036552
95,1023.9,78.29999535844182,0.3000004299927963
95,874.5,83.79999724992226,3.299999821097147
95,817.8,84.80000149897943,3.7000052821418232
95,623.7,90.49999874705125,-1.8000033205969923
95,562.1,91.69999887514594,-2.9000051179038406
95,749.0,96.20000176649174,4.899999135614103
95,450.0,99.10000021165908,4.799998363661468
95,452.6,105.9000016597567,0.19999975608791215
95,391.0,111.30000044555709,3.200000919252787
95,337.9,111.99999787810421,9.799998751265719
95,425.5,115.99999787991679,-10.20000137173917
95,312.7,188.00000249362603,14.000001284363622
95,413.1,203.30000006925428,15.499999441787297
95,378.6,206.8000006255039,12.59999708464843
95,355.0,206.4999982008996,11.799995936026388
95,411.2,212.49999647299546,8.200003311181078
95,304.4,213.00000373040714,19.500002475713114
95,1013.1,218.1999989215458,-10.399997724221363
95,836.9,219.0000029202986,-2.700002595993697
95,664.8,221.99999837191808,-4.500002366145156
95,973.5,219.20000004373895,-10.300005431914922
95,1172.9,224.60000219651047,-8.60000529798798
