phase,x,y,z
112,-8926.938877647244,-793.4747492472687,-107.89385207680613
112,-8442.46837357537,-155.76322459432407,133.37201278130598
112,-8448.01306659719,-127.87993582530125,127.44917124647796
112,-8428.375845288538,-128.27592345962066,119.41570981017125
112,-8320.40946875059,379.1493337150914,-65.7358649179445
112,-8265.096350246124,348.7909558804382,-7.840714228208391
112,-8429.976599267107,-118.94918348959219,123.2382258705403
112,-8426.33905649282,-141.39880223248662,119.784419241081
112,-8430.731184629469,-112.48197931629277,132.2693403577095
112,-8816.065179976642,-571.9496334970007,-79.87358483253976
112,-8946.256288429899,-838.3942161724859,-131.84390679148197
112,-8216.792515054867,224.7704071790386,70.68580010657095
112,-7909.186627294113,1009.7216604394912,22.057862545175276
112,-8499.241156384662,-102.594683336471,155.7381539137196
112,-7944.2028487588,941.071196422818,1.9570591562868387
112,-8390.621639448571,-133.43871494662466,84.73046685428176
112,-7900.550652654963,999.0196383775958,-1.1998658327631873
112,-8108.922437756541,744.2191251977066,44.15930133270478
112,-8245.712274588168,434.25017021685863,5.349686142192773
112,-8513.964541845302,-193.02841202964512,136.50198919902726
112,-8196.226253253712,126.42651724131706,106.04672715641763
112,-8913.19162801524,-774.4587884030946,-120.93809337056561
112,-8863.804254720486,-604.7352438235582,-115.1820120430813
112,-7898.162439295649,969.8544687480655,-18.009644193205823
112,-8420.377294010397,-138.05481787975776,167.41501656085967
112,-8225.51396020456,440.7126444492999,-46.586945320271504
112,-8332.213221488477,-117.08735775564485,69.88272475535453
112,-7796.498535560672,1008.2914856228956,-55.98349230957445
112,-8283.911080345686,382.7350035854654,-82.3762266345218
112,-8290.78488958679,356.59325750183694,-77.10897941366707
112,-7951.274007659904,978.0104229372926,23.830123189696444
112,-7908.38969808169,955.8302574592726,-7.1029688681973155
112,-7931.126900412761,938.144021865293,11.958011276265658
112,-8836.07164910929,-537.8973964239086,-88.70124727787763
112,-8462.778976560558,-217.27461104931814,118.00992381014129
112,-8127.42616523013,619.5036441272778,2.4276867294079167
112,-8468.898072849683,-136.76827563632776,131.5189533981632
112,-8435.679123847283,-177.62842642515568,119.60930976338165
112,-8394.37097332241,-137.7121441181582,109.65560733028511
112,-8802.783638327626,-457.41711968080114,-17.568761807320435
112,-8092.330419879474,769.9082005146338,46.28467222397472
112,-7914.8316515601855,926.792679950491,11.983624415055367
112,-8054.198172158503,789.3173813717907,62.145913311339534
112,-8107.8400977261645,733.645627166123,38.698169304958434
112,-8250.600523321396,328.7055759606034,95.52843343257362
112,-8494.383490988068,-83.31927931753268,154.0150013754781
112,-8483.611018255973,-98.32327622616242,120.10776360082514
112,-8506.125884369867,-113.89959431454407,164.58530919059274
112,-8497.313131581306,-114.15191418505036,169.35857751428227
112,-8442.82995588428,-142.30612641147678,129.00954298061353
112,-8477.679804354088,-162.23764661039357,135.37153146735739
112,-8489.592564539258,-173.927457945477,149.28196109920424
112,-8471.039085765087,-231.18766516960778,107.67431636385581
112,-8812.552693473815,-469.2340677977857,-25.568332433560137
112,-8799.478937259375,-465.5816456893528,-9.044468087354666
112,-8775.549180459833,-481.69180184373204,-65.70961189121203
112,-8633.150918064332,-419.8598149987013,9.406750252598087
112,-8617.126436103574,-412.53448273264985,16.44249559680835
112,-8938.108069598711,-835.9817579310562,-108.13334009467621
112,-8941.31225376336,-851.0564548586999,-113.76484623574456
112,-8280.202903817408,448.6543259896912,-70.39248418333551
112,-8464.809274654051,-173.32077064558237,131.17907539035392
112,-8248.433566629914,308.59184593216537,60.89613836459285
112,-8179.027189520991,443.3670335986901,-79.78715004158761
112,-8431.150080455067,-146.28041892294766,131.4889712397791
112,-8473.314379410926,-165.4542514190506,125.8222503504982
112,-8446.44036893184,-174.1163221851497,122.43006659699677
112,-7914.33927862401,1002.626059318183,20.270014298154074
112,-8027.560878437519,867.8545853333317,72.42316229254374
112,-8047.8449236181605,812.8428491265842,80.54978356184867
112,-8127.453647541282,623.2626380591765,4.493543760685547
112,-8138.705466643518,561.0763994750519,-10.539284680092244
112,-8202.380783759661,741.9265496497592,95.49700203953535
112,-8192.828987169634,442.7209111776189,42.910761453537866
112,-8246.013542404264,435.30744154762124,5.312069176182142
112,-8263.775407533458,363.7235206155129,23.888948475552233
112,-8246.636512200226,308.7942713202878,59.065363054931375
112,-8305.802497016357,376.4125333643312,-73.10924001919025
112,-8422.00347791114,-42.198979202179316,111.95995927088899
112,-8487.224342273757,-157.45763774544378,162.70175029234412
112,-8451.337612466989,-166.52016295505027,134.5570593819019
112,-8432.789605477165,-155.0947617829512,121.26611478895848
112,-8464.928971572546,-218.6416162577669,116.37267564762521
112,-8362.200767166623,-156.21416295356093,146.7243069474993
112,-8905.448291405894,-616.2633258205187,-111.93249300943069
112,-8771.605339506792,-526.1017115266941,41.433184079340734
112,-8614.494986037871,-443.48244234815115,27.84395092684059
112,-8864.42073275219,-605.2663358412184,-101.6788164609886
112,-8948.246478361605,-814.4521569744422,-121.56445479841585
