phase,d,l,b,x,y,z
264,1150.8,3.9200094225919226,0.19024089527964602,-793.45962917866,-152.79624656182654,-819.3996362583283
264,360.6,3.593632937292592,-0.15009825283432265,-155.7397381788614,23.553410916263754,-324.3805339199462
264,356.9,3.5150932001872937,-0.19198619376273232,-127.83196190024184,24.848013093715526,-332.29380939468257
264,341.6,3.5377824690410566,-0.2338740866853259,-128.23669455923425,30.5502854457964,-315.1390014385748
264,444.6,2.052507198517681,-0.27576194270037147,379.1197787282429,-107.28005143593685,-205.98141649418497
264,382.9,1.960004696915366,-0.17802361915294,348.6638983438887,-62.73454987559411,-145.29374468141762
264,339.5,3.509857074379831,-0.23212876292558324,-118.94085219009511,28.116422561867328,-316.73773135295465
264,344.2,3.576179662492173,-0.22165685571578703,-141.3749865418775,31.860235267556646,-312.20454607353156
264,336.3,3.4906584526571405,-0.21118479293115724,-112.46595682338334,24.110606526309876,-316.0186342745224
264,912.6,3.8309977387212206,0.1710423058262003,-572.0145053756409,-98.80408442062232,-704.1845770404685
264,1191.3,3.935717530470318,0.1640609810183996,-838.2857404708285,-138.77733139617956,-834.9931494412572
264,249.4,1.9704767085796258,-0.20769410698586593,224.80622126759053,-47.37408386944099,-97.04750927725192
264,1033.0,1.363102152524996,0.04537850199602987,1009.7592378937594,45.85283943185873,213.0089167247471
264,393.2,3.4068826326048125,-0.099483813791821,-102.58302409719865,10.239151837602373,-379.44449256343154
264,958.6,1.3840461272964402,-0.04363322297483181,941.0361213802443,-41.08651652134583,177.9799888126963
264,322.4,3.602359608897128,-0.37350045361879813,-133.4672157960022,52.30522894567077,-288.7774668020418
264,1023.5,1.3526301209442633,0.019198653118719666,999.0548041268275,19.1828635485078,221.525994179432
264,745.7,1.5533430715918102,0.06108653741903157,744.1957571649417,45.51697257143008,13.014231657340368
264,451.6,1.8483036608633305,0.015708006487793656,434.26879592677955,6.822058167976075,-123.71997577860215
264,437.7,3.598868861205255,-0.045378567287187754,-193.0481551632564,8.766266732426077,-392.7299993069529
264,158.9,2.103121785625118,-0.39444439759819233,126.3993617062244,-52.614974100540714,-80.64785093639188
264,1125.4,3.9165188115947522,0.18151426013851452,-774.4652548961728,-142.14098731785083,-804.0675771867143
264,969.3,3.82576172186412,0.1605703873704024,-604.7453362455662,-97.94743133006175,-751.1536919865866
264,995.6,1.3439035594219113,-0.017453218026428585,969.935097370621,-16.930207824872625,223.96123537713137
264,330.6,3.5744343527499933,-0.09075712383307509,-138.10015779489612,12.56809929199689,-300.11122820916137
264,454.0,1.801179808337838,-0.0785398129044333,440.64226657332864,-34.67929695526996,-103.67130399395843
264,279.9,3.6494834231022018,-0.5358160805181809,-117.04761617890453,69.4977887408744,-244.56885105623044
264,1059.8,1.2583823717687495,-0.01919871908432644,1008.3138869067609,-19.36071384909756,325.73656262420576
264,434.0,1.9704767509791392,-0.2932153582934366,382.7310281235407,-115.55332850156134,-168.87980454662943
264,417.9,2.0123646900937153,-0.33684850989411963,356.5831862678854,-124.87364158716807,-178.59287473973305
264,992.8,1.3980087387191305,0.012217251948577987,977.9435512746544,11.948377239880001,170.69120305877192
264,979.8,1.3508848093512908,-0.024434650446874123,955.9177991804331,-23.36216694126992,213.73677822463168
264,957.8,1.3700834756827311,-0.03141598826423579,938.1087541556041,-29.481313250775372,190.95459550801579
264,904.2,3.7873645034888668,0.15184363608167992,-537.8999839766403,-82.3102591342998,-722.1262136767883
264,406.3,3.7088246268201406,-0.09773840504934565,-217.26293845396714,21.302810118824425,-342.6699517836208
264,623.7,1.5795230193537628,0.1151918018090125,619.5429973549552,71.68361523621527,-5.44276906585682
264,377.5,3.5168384118659906,-0.15184361973621432,-136.7622836501316,20.927566669957372,-351.2326361887167
264,366.0,3.6564648689865713,-0.16929690822867957,-177.6504297017123,30.366338714698756,-318.5501692039437
264,318.7,3.609340903315964,-0.2897246737527439,-137.70585025926053,41.05189960686246,-284.4670988762008
264,831.9,3.7332592625215018,0.16929698814646088,-457.35472607865535,-78.17709887431097,-690.4872234481347
264,770.9,1.5323990436895571,0.034906499059378114,769.86251809434,26.884125260818415,29.593192501022337
264,950.3,1.3508848688442072,-0.036651870952077406,926.7908492925596,-33.98383747612482,207.30149651648063
264,792.4,1.4852752261305033,0.02094393239482124,789.3308639446938,16.534109875389372,67.68434409043066
264,735.3,1.5515976733027448,0.06632245725756974,733.5482128740832,48.72217852014923,14.115902716067003
264,354.3,1.9442967796260235,0.08028510684289877,328.8105162291642,26.455453157511997,-129.27584235015158
264,384.8,3.361504113442943,-0.1221730534469943,-83.31582222109489,10.229897138823683,-375.53277216795874
264,383.0,3.4068826562177934,-0.20594887123137473,-98.29633503830739,20.535176280663524,-369.60132176868484
264,401.8,3.4295720561219754,-0.06283183845797301,-113.89221025704984,7.1654888401163,-385.2537608024692
264,393.2,3.4365533384661413,-0.05585051258398063,-114.12589113145357,6.380625217181524,-376.2190965319138
264,356.9,3.5587264035047617,-0.17802357863735402,-142.30981472212574,25.605576420388704,-326.2972281370681
264,393.5,3.569198341068371,-0.1082103490189264,-162.22734333217616,17.6235186107489,-358.0697567055347
264,407.4,3.5831610135093963,-0.0523599088333188,-173.86700935598483,9.111989303293216,-368.32322043083644
264,420.9,3.7262779800845234,-0.09773837179253755,-231.20156404654216,22.66949607929265,-350.9825362178916
264,847.4,3.7384952232629023,0.17278756562974046,-469.2168643138345,-81.89143756428426,-700.8680950772032
